發生時間,發生地點,死亡受傷人數,車種,經度,緯度
109年03月28日 05時08分00秒,高雄市鳳山區中山路211號前0.0公尺前,死亡1;受傷0,行人-人;計程車-小客車,120.356919,22.624374
109年03月28日 08時46分36秒,宜蘭縣五結鄉五濱路2段522號前0.0公尺,死亡2;受傷1,自用-小客車;自用-小客車;營業用-大貨車;行人-人,121.822010,24.700758
109年03月28日 10時35分00秒,高雄市六龜區新寮里三民路 / 高雄市六龜區無名路,死亡1;受傷0,普通重型-機車;自用-小客車;自用-小貨車(含客、貨兩用),120.612694,22.879804
109年03月28日 15時10分00秒,高雄市苓雅區中華四路 / 高雄市苓雅區三多四路,死亡1;受傷0,電動輔助自行車-慢車;自用-小客車,120.302152,22.613147
109年03月28日 16時17分00秒,雲林縣褒忠鄉有才村長城141電桿前,死亡1;受傷1,普通重型-機車;普通重型-機車,120.293448,23.717285
109年03月28日 17時54分00秒,高雄市大樹區三和路三和0138燈桿號前0.0公尺,死亡1;受傷0,普通重型-機車;自用-小客車,120.422961,22.727439
109年03月29日 06時10分00秒,新北市永和區保生匝道口,死亡1;受傷0,自用-小客車,121.528716,24.997209
109年03月29日 11時24分00秒,桃園市蘆竹區山林路3段500號前0.0公尺,死亡1;受傷0,普通重型-機車;自用-小客車,121.326720,25.078736
109年03月29日 16時28分00秒,花蓮縣新城鄉嘉里村嘉里三街256號旁圍牆,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用);自用-小客車,121.604804,24.024998
109年03月29日 21時20分00秒,臺東縣達仁鄉台9線 426公里800.0公尺處南側向外側,死亡1;受傷0,行人-人;自用-小客車,120.882290,22.294061
109年03月30日 05時34分01秒,新竹縣竹北市西濱路二段鳳鼻隧道北上車道197-68K+666柱前,死亡1;受傷0,普通重型-機車,120.954678,24.878309
109年03月30日 07時30分00秒,宜蘭縣壯圍鄉永美路1段口 / 宜蘭縣壯圍鄉永美路1段口,死亡2;受傷3,普通重型-機車;普通重型-機車;乘客-人;乘客-人;乘客-人,121.802893,24.770498
109年03月30日 12時03分00秒,臺中市西屯區何南里東興路前0.0公尺,死亡1;受傷0,自用-小客車;行人-人,120.655328,24.158488
109年03月30日 16時20分00秒,彰化縣彰化市牛埔里中彰路前0.0公尺,死亡1;受傷1,普通重型-機車;普通重型-機車,120.606231,24.089746
109年03月31日 00時02分00秒,臺北市中山區南京東路3段 / 臺北市中山區龍江路,死亡1;受傷0,計程車-小客車;普通重型-機車,121.540434,25.051854
109年03月31日 02時10分00秒,屏東縣屏東市忠孝路650號前0.0公尺,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車,120.495180,22.705890
109年03月31日 05時53分00秒,澎湖縣馬公市陽明里同和路6號前0.0公尺北側,死亡1;受傷0,自用-小客車;行人-人,119.576384,23.571661
109年03月31日 05時55分03秒,屏東縣新園鄉興安路13-3號,死亡2;受傷1,自用-小客車;自用-小客車;乘客-人,120.460301,22.536426
109年03月31日 08時27分01秒,雲林縣麥寮鄉麥豐村中山路427巷8號前,死亡1;受傷1,自用-大貨車;普通重型-機車;乘客-人,120.248743,23.749270
109年03月31日 20時20分00秒,臺中市沙鹿區居仁里臺灣大道路七段前0.0公尺,死亡1;受傷5,自用-小客車;大型重型2(250-550C.C.)-機車;自用-小客車;自用-小客車;自用-小客車;自用-小客車;乘客-人;乘客-人;乘客-人,120.559932,24.241163
109年04月01日 00時30分30秒,桃園市龍潭區佳安里中正路佳安段口 / 桃園市龍潭區佳安里淮子埔路口,死亡1;受傷0,自用-小客車,121.243471,24.849168
109年04月01日 07時51分00秒,彰化縣彰化市磚󿾨里線東路1段 / 彰化縣彰化市磚󿾨里水尾一路,死亡1;受傷1,普通重型-機車;普通重型-機車,120.518278,24.075918
109年04月01日 07時54分52秒,嘉義縣義竹鄉東榮村嘉22線5.2公里處,死亡1;受傷0,營業用-曳引車;普通重型-機車,120.237202,23.378730
109年04月01日 16時00分00秒,臺南市安平區民權路4段口 / 臺南市安平區安平路口,死亡1;受傷1,普通重型-機車;行人-人,120.169957,23.000949
109年04月01日 21時17分00秒,新北市汐止區大同路2段549號前0.0公尺,死亡1;受傷1,普通重型-機車;其他人-人,121.662039,25.069739
109年04月01日 22時40分57秒,宜蘭縣三星鄉拱照村三星路三段688號前0.0公尺附近,死亡1;受傷2,普通重型-機車;營業用-大貨車;乘客-人,121.670635,24.667830
109年04月02日 12時44分00秒,臺南市安平區中華西路2段61號前0.0公尺,死亡1;受傷1,營業用-半聯結車;普通重型-機車;自用-小客車;乘客-人,120.186722,22.988049
109年04月02日 15時35分51秒,南投縣水里鄉台21線 72公里500.0公尺處南側向內側,死亡1;受傷7,自用-小貨車(含客、貨兩用);自用-小客車;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人,120.885229,23.809375
109年04月02日 20時38分00秒,新竹市北區東大路三段403巷與天府路一段口,死亡1;受傷0,自用-小客車;普通重型-機車,120.940715,24.835658
109年04月02日 20時44分00秒,臺中市大雅區橫山里永和路126-22號前0.0公尺,死亡1;受傷0,普通重型-機車;自用-小客車,120.639433,24.218708
109年04月03日 04時10分00秒,嘉義縣義竹鄉頭竹村163線32公里處,死亡1;受傷3,自用-小客車;乘客-人;乘客-人;乘客-人,120.237138,23.335402
109年04月03日 05時59分00秒,彰化縣田尾鄉陸豐村中正路3段 / 彰化縣田尾鄉陸豐村三豐路,死亡1;受傷0,普通輕型-機車;自用-小客車,120.501973,23.914442
109年04月03日 06時32分00秒,新北市泰山區中港西路 / 新北市泰山區仁義路,死亡1;受傷0,普通輕型-機車;自用-小貨車(含客、貨兩用);普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車;普通輕型-機車;普通重型-機車;普通重型-機車,121.434636,25.054612
109年04月03日 14時08分00秒,苗栗縣三灣鄉台3線 103公里600.0公尺處附近,死亡1;受傷0,普通重型-機車;自用-小客車,120.945122,24.618257
109年04月03日 19時20分52秒,宜蘭縣壯圍鄉壯濱路4段196號前0.0公尺,死亡1;受傷2,自用-小客車;乘客-人;乘客-人,121.815788,24.769430
109年04月03日 23時10分00秒,臺中市大里區永隆里大明路456號前0.0公尺,死亡1;受傷1,行人-人;租賃車-小客車,120.676525,24.114896
109年04月04日 05時43分10秒,南投縣埔里鎮西門里中正路口 / 南投縣埔里鎮西門里仁愛路口,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用),120.964504,23.968554
109年04月04日 17時45分00秒,臺中市太平區長龍路四段前0.0公尺,死亡2;受傷0,普通重型-機車;乘客-人,120.810083,24.096306
109年04月05日 09時45分00秒,高雄市新興區八德一路 / 高雄市新興區錦田路,死亡1;受傷1,普通重型-機車;普通重型-機車,120.310683,22.635385
109年04月05日 22時18分00秒,高雄市鳳山區建國路1段前0.0公尺,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用),120.368657,22.634254
109年04月05日 22時19分00秒,臺南市新營區新南里復興路附近,死亡1;受傷0,普通重型-機車,120.293159,23.308042
109年04月06日 08時44分00秒,高雄市三民區民族陸橋往北號前0.0公尺,死亡1;受傷1,普通重型-機車;普通重型-機車,120.313771,22.638130
109年04月06日 13時41分00秒,桃園市桃園區大興西路二段口 / 桃園市桃園區中埔一街口,死亡1;受傷0,自用-大貨車;普通重型-機車,121.297006,25.010731
109年04月06日 21時34分00秒,高雄市左營區翠華路 / 高雄市左營區勝利路,死亡1;受傷1,計程車-小客車;普通重型-機車;乘客-人,120.294496,22.675669
109年04月06日 21時36分00秒,高雄市湖內區中山路1段 / 高雄市湖內區環球路,死亡1;受傷1,營業用-曳引車;電動自行車-慢車;乘客-人,120.250300,22.880500
109年04月06日 21時40分07秒,新竹縣新豐鄉新和路13之6號前0.0公尺,死亡2;受傷1,自用-小客車;營業用-大貨車;乘客-人,120.981795,24.909408
109年04月07日 02時15分00秒,高雄市橋頭區村白樹路白樹183燈桿號前0.0公尺,死亡1;受傷0,普通重型-機車;自用-小客車,120.305273,22.758562
109年04月08日 06時37分00秒,基隆市暖暖區台62線東向8.3K處,死亡1;受傷1,自用-小貨車(含客、貨兩用);乘客-人;乘客-人,121.734550,25.104877
109年04月08日 08時00分00秒,彰化縣芳苑鄉興仁村東平路9號前0.0公尺前,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車;乘客-人,120.339976,23.960546
109年04月08日 13時25分00秒,雲林縣斗六市竹圍路〈燈桿374169號〉前,死亡1;受傷0,普通重型-機車,120.559855,23.747103
109年04月08日 18時32分00秒,屏東縣里港鄉茄苳路18之20號前,死亡1;受傷0,自用-大貨車;普通重型-機車,120.512992,22.777255
109年04月09日 16時22分28秒,新竹縣竹東鎮中正路口 / 新竹縣竹東鎮東林路,死亡1;受傷0,自用-小客車;普通重型-機車,121.093084,24.736888
109年04月09日 23時21分00秒,高雄市楠梓區右昌街 / 高雄市楠梓區仁昌街,死亡1;受傷0,普通重型-機車,120.282435,22.719871
109年04月10日 05時32分00秒,屏東縣佳冬鄉40-9308-05號電錶附近,死亡1;受傷0,普通重型-機車,120.564708,22.404559
109年04月10日 11時16分00秒,臺南市柳營區市道165線口 / 臺南市柳營區區道南106線口,死亡1;受傷0,普通重型-機車;自用-小客車,120.380561,23.267939
109年04月10日 15時07分00秒,臺北市南港區南深路50號前0.0公尺,死亡1;受傷0,普通重型-機車,121.623635,25.021993
109年04月10日 15時45分00秒,臺中市大里區中新里環中東路六段426號前0.0公尺,死亡1;受傷0,自用-大貨車;普通重型-機車,120.692578,24.102603
109年04月10日 17時14分00秒,新北市新莊區壽山路264408燈桿,死亡1;受傷0,普通重型-機車;自用-小客車;自用-小客車,121.418597,25.029608
109年04月10日 18時45分15秒,雲林縣麥寮鄉雲2道路,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用),120.238271,23.755716
109年04月10日 20時21分00秒,桃園市八德區東勇北路口 / 桃園市八德區東勇一路口,死亡1;受傷1,自用-小客車;大型重型2(250-550C.C.)-機車;乘客-人,121.306744,24.964477
109年04月11日 04時32分33秒,臺南市中西區海安路1段口 / 臺南市中西區尊王路,死亡1;受傷1,自用-小客車;行人-人,120.195774,22.991675
109年04月11日 08時25分00秒,新竹縣竹北市溪州路206號,死亡1;受傷0,自用-小客車;普通重型-機車,120.984222,24.836584
109年04月11日 12時42分00秒,高雄市大社區食坑巷12之1號前0.0公尺前,死亡1;受傷0,普通重型-機車,120.387762,22.747557
109年04月11日 16時07分00秒,臺南市中西區金華路3段南側 / 臺南市中西區中正路南側,死亡1;受傷1,普通輕型-機車;腳踏自行車-慢車,120.193275,22.993585
109年04月11日 23時32分00秒,臺北市大安區羅斯福路3段297號前0.0公尺,死亡1;受傷0,民營公車-大客車;行人-人,121.531626,25.017466
109年04月12日 00時05分00秒,嘉義縣布袋鎮新民里台17線134.3公里處,死亡1;受傷0,普通重型-機車,120.166829,23.335165
109年04月12日 01時59分26秒,宜蘭縣冬山鄉美和路2段西側 / 宜蘭縣冬山鄉永安路南側,死亡1;受傷0,自用-小客車;普通重型-機車,121.770662,24.662713
109年04月12日 02時50分00秒,嘉義市西區竹村里北港路前0.0公尺,死亡1;受傷0,自用-小客車,120.392600,23.494608
109年04月12日 06時40分00秒,臺中市烏日區光明里環河路二段前0.0公尺,死亡1;受傷0,普通重型-機車,120.634030,24.094800
109年04月12日 09時15分50秒,花蓮縣鳳林鎮花46線5.9K,死亡2;受傷1,自用-小客車;乘客-人;乘客-人,121.512181,23.732001
109年04月12日 13時12分45秒,桃園市桃園區山線 58.0公里734.0公尺玉山街平交道,死亡1;受傷0,行人-人;火車-其他車,121.300584,24.986283
109年04月12日 20時42分00秒,臺中市北屯區平安里崇德路2段口 / 臺中市北屯區天津路4段口,死亡1;受傷0,民營公車-大客車;普通重型-機車,120.685338,24.169443
109年04月12日 22時32分00秒,屏東縣里港鄉玉田路37之6號,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用);自用-小客車,120.487443,22.775695
109年04月13日 07時35分28秒,桃園市大溪區瑞仁路68號前,死亡1;受傷0,普通重型-機車;自用-小客車;自用-小客車,121.287175,24.898216
109年04月13日 09時30分00秒,嘉義縣民雄鄉大崎村嘉107線6.2公里處,死亡1;受傷0,普通重型-機車,120.461497,23.513809
109年04月13日 10時25分18秒,臺南市仁德區土庫里土庫路附近 / 臺南市仁德區土庫里土庫路221段口,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車,120.260823,22.985193
109年04月13日 21時50分25秒,花蓮縣光復鄉大安村忠孝路35號前0.0公尺,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用),121.424791,23.663703
109年04月14日 00時08分00秒,彰化縣彰化市福田里彰南路5段236號前0.0公尺,死亡1;受傷0,行人-人;自用-小客車,120.616098,24.064966
109年04月14日 04時50分38秒,苗栗縣苑裡鎮國道3號 153公里900.0公尺處南側向中內,死亡1;受傷1,自用-小客車;自用-小貨車(含客、貨兩用);自用-小客車;自用-小貨車(含客、貨兩用);自用-小客車;計程車-小客車,120.673558,24.411309
109年04月14日 05時16分00秒,雲林縣虎尾鎮文科路與林森路口,死亡1;受傷1,營業用-大貨車;自用-小客車,120.441033,23.717279
109年04月15日 04時07分00秒,屏東縣內埔鄉台1線 405公里200.0公尺處南側,死亡1;受傷0,普通重型-機車,120.552898,22.625456
109年04月15日 08時15分20秒,雲林縣斗南鎮光華路口 / 雲林縣斗南鎮光聖路,死亡2;受傷0,普通重型-機車;自用-小客車;乘客-人,120.487720,23.684656
109年04月15日 08時47分05秒,臺南市白河區永安里裕農路裕農幹8前,死亡1;受傷2,普通重型-機車;租賃車-小客車;乘客-人,120.415548,23.355426
109年04月15日 09時09分00秒,彰化縣線西鄉線西村中央路2段 / 彰化縣線西鄉線西村中山街,死亡1;受傷0,普通重型-機車;營業用-大貨車,120.462196,24.136254
109年04月15日 09時15分00秒,彰化縣福興鄉廈粘村沿海路3段100號前0.0公尺,死亡1;受傷0,自用-小貨車(含客、貨兩用);腳踏自行車-慢車,120.412738,24.028458
109年04月15日 11時30分00秒,臺東縣卑南鄉東45 ,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用),121.133707,22.807627
109年04月15日 17時39分00秒,臺中市大甲區薰風里水源路1-15號前0.0公尺,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車,120.622887,24.341802
109年04月16日 10時55分38秒,南投縣竹山鎮延平里集山路二段990號前,死亡2;受傷0,自用-小客車;行人-人;普通重型-機車;自用-小貨車(含客、貨兩用),120.707817,23.774139
109年04月16日 16時28分00秒,新竹市北區北大路282號,死亡1;受傷1,普通重型-機車;營業用-大貨車;乘客-人,120.963765,24.807062
109年04月16日 16時34分08秒,新竹縣竹北市溪州路246巷137號,死亡1;受傷0,普通重型-機車,120.988184,24.836344
