發生時間,發生地點,死亡受傷人數,車種
102年09月30日 20時50分,桃園縣蘆竹鄉瓦窯村長榮路榮安路(口)口附近(附近),死亡1;受傷0,營業用-大貨車;普通重型-機車
102年10月01日 12時05分,高雄市大寮區中興路環河街口以南100公尺處,死亡1;受傷0,自用-小客車;普通重型-機車
102年10月01日 15時00分,臺東縣台東市知本路二段339巷及352巷(附近),死亡1;受傷0,普通重型-機車
102年10月01日 16時00分,新北市深坑區無名路前0.0公尺數無名路(口)炮子崙路段1.5(附近),死亡1;受傷1,普通輕型-機車;普通輕型-機車
102年10月01日 17時42分,新北市土城區擺接堡路前0.0公尺數路燈73256號(附近),死亡1;受傷0,營業用-大貨車;普通重型-機車
102年10月01日 23時05分,高雄市鼓山區翠華路西藏街口,死亡1;受傷1,普通重型-機車;計程車-小客車
102年10月02日 06時00分,高雄市前鎮區永豐路34號前,死亡1;受傷0,普通重型-機車;自用-小客車
102年10月02日 06時25分,臺東縣台東市台東市更生北路633巷57號前(附近),死亡1;受傷1,普通重型-機車;普通重型-機車
102年10月02日 07時27分,新竹縣竹北市興隆路五段文興路(口),死亡1;受傷0,自用-小客車;普通重型-機車
102年10月02日 10時06分,新北市板橋區中山路前0.0公尺數板新路(口),死亡1;受傷0,行人-人;營業用-曳引車
102年10月02日 17時50分,宜蘭縣三星鄉中興路南北幹路二(口)宜26線6公里500公尺處西向中內車道,死亡1;受傷0,普通重型-機車
102年10月02日 19時02分,新竹市香山區竹香北路15065燈桿旁(附近),死亡1;受傷0,普通重型-機車
102年10月02日 20時02分,臺中市南屯區鎮平里環中路四段近黎明路口(附近),死亡1;受傷1,普通重型-機車;自用-小客車
102年10月03日 02時30分,基隆市安樂區基金三路海關拍賣場前(附近),死亡1;受傷0,普通重型-機車
102年10月03日 05時45分,臺南市安定區安定里33號(附近)178線11公里700公尺處北向內側車道,死亡1;受傷0,腳踏自行車-慢車;自用-小客車
102年10月03日 08時21分,苗栗縣銅鑼鄉樟樹村舊台13線往北42K處(附近),死亡1;受傷0,自用-小客車;普通重型-機車
102年10月03日 13時11分,臺南市永康區埔園里四維街127號,死亡1;受傷0,動力機械-其他車;普通重型-機車;自用-小貨車
102年10月03日 14時25分,臺南市南區中華南路國民路(口),死亡1;受傷0,普通重型-機車;自用-小貨車;普通重型-機車
102年10月03日 21時38分,南投縣集集鎮林尾里里攔河路台三丙線。(附近)台3丙線6公里600公尺處西向內側車道,死亡1;受傷0,自用-小客車;行人-人
102年10月04日 07時53分,臺北市文山區羅斯福路6段113號,死亡1;受傷1,普通重型-機車;計程車-小客車
102年10月04日 08時05分,臺南市永康區建國里高速公路往北便道(附近),死亡1;受傷1,普通重型-機車;自用-大貨車;普通重型-機車
102年10月04日 23時34分,彰化縣員林鎮彰化縣員林鎮員潭里源泉路梧鳳支48電桿前,死亡1;受傷1,普通重型-機車;普通重型-機車
102年10月05日 05時30分,苗栗縣頭份鎮中正二路107巷口(附近),死亡1;受傷0,營業用-小貨車;行人-人
102年10月05日 06時15分,臺南市安南區長和路一段慶和路(口),死亡1;受傷0,普通重型-機車;自用-小客車
102年10月05日 07時20分,新北市石碇區106乙線道路前0.0公尺數6.6公里處(附近),死亡1;受傷0,自用-小貨車
102年10月05日 19時24分,嘉義縣新港鄉月眉村166線道電線桿編號：中洋10K1705CB28號前(附近)166線26公里600公尺處東向內側車道,死亡1;受傷0,普通輕型-機車;自用-小貨車
102年10月06日 14時04分,臺南市歸仁區後市里中正北路一段與大通路口(附近),死亡1;受傷0,自用-小客車;普通輕型-機車
102年10月06日 18時00分,苗栗縣公館鄉128線19公里500公尺處西向內側車道,死亡1;受傷1,自用-小客車;普通重型-機車;自用-小客車;自用-小客車
102年10月06日 20時58分,臺北市松山區民生東路敦化北路(口)民生東路 敦化北路,死亡1;受傷0,民營公車-大客車;普通重型-機車
102年10月06日 23時10分,高雄市楠梓區高楠公路899-2號前,死亡1;受傷1,普通重型-機車;普通重型-機車
102年10月07日 02時20分,彰化縣彰化市彰化縣彰化市彰草路381號前,死亡1;受傷0,自用-小貨車;自用-小貨車
102年10月07日 02時31分,嘉義縣新港鄉中洋村2鄰後厝仔16號旁(附近)166線28公里400公尺處西向路肩車道,死亡1;受傷0,普通重型-機車
102年10月07日 06時30分,雲林縣元長鄉山內村元忠北1055南14電桿旁(附近),死亡1;受傷0,普通輕型-機車
102年10月07日 10時28分,桃園縣楊梅市楊梅里楊新路一段172號,死亡1;受傷0,營業用-全聯結車;普通輕型-機車
102年10月07日 12時38分,屏東縣鹽埔鄉新二村維新路大仁科大第二停車場(附近),死亡1;受傷1,自用-小客車;普通重型-機車;自用-小貨車;普通重型-機車
102年10月07日 20時40分,屏東縣竹田鄉美崙村里南路(附近),死亡1;受傷0,自用-小客車;行人-人
102年10月08日 08時05分,臺中市大肚區大東里華南路G4344CC43號電桿旁(附近),死亡1;受傷0,普通重型-機車
102年10月08日 10時30分,彰化縣埔心鄉彰化縣埔心鄉瓦北村源泉路2段157巷與自行車道口,死亡1;受傷0,普通輕型-機車;自用-小貨車
102年10月08日 12時35分,臺中市烏日區九德里環中路六段九德街(口),死亡1;受傷0,自用-小貨車;普通重型-機車
102年10月08日 15時20分,臺南市學甲區新達里台84線下方平面道路與瓦寮村里道路口(附近),死亡1;受傷0,普通輕型-機車;自用-小貨車
102年10月08日 15時34分,臺中市烏日區仁德里中山路一段與信義街口(附近),死亡1;受傷0,自用-大貨車;普通重型-機車
102年10月08日 17時40分,臺南市龍崎區崎頂里182線21.3K東向西排水溝內(附近)182線21公里300公尺處西向外側車道,死亡1;受傷0,普通重型-機車
102年10月08日 18時09分,新竹縣新豐鄉新興路與新興路767巷口(附近),死亡1;受傷0,自用-小客車;普通重型-機車
102年10月08日 19時34分,臺南市麻豆區南勢里25-4號前對面公尺數,死亡1;受傷0,普通重型-機車;營業用-大貨車
102年10月09日 05時45分,臺中市西屯區福安里福科路福誠路(口),死亡1;受傷0,普通重型-機車
102年10月09日 08時04分,臺南市安南區安明路三段北汕尾三路(口),死亡1;受傷0,自用-小貨車;普通重型-機車
102年10月09日 08時30分,高雄市六龜區寶建路建山巷口以東500公尺處,死亡1;受傷0,營業用-大貨車
102年10月09日 09時26分,雲林縣褒忠鄉有才村有才1號旁路口(附近),死亡1;受傷1,自用-小貨車;普通輕型-機車
102年10月09日 10時13分,嘉義縣太保市國道一號267公里700公尺處北向外側路肩車道,死亡1;受傷0,自用-大貨車;自用-大貨車;行人-人
102年10月09日 19時25分,高雄市茄萣區仁愛路三段進學路口,死亡1;受傷1,普通重型-機車;行人-人
102年10月09日 21時37分,桃園縣平鎮市建安里平東路二段58號,死亡1;受傷1,自用-小貨車;普通重型-機車;普通重型-機車
102年10月10日 05時43分,臺東縣台東市建和里知本路一段45巷台11線171公里980公尺處南向內側車道,死亡1;受傷0,自用-小客車
102年10月10日 10時30分,苗栗縣西湖鄉湖東村台1線116公里200公尺處北向內側車道,死亡1;受傷0,普通重型-機車;自用-大貨車
102年10月10日 11時15分,彰化縣溪湖鎮彰化縣溪湖鎮東溪里員鹿路1段392號前,死亡1;受傷0,行人-人;自用-小貨車
102年10月10日 13時30分,苗栗縣公館鄉台6線與苗26線口(附近)台6線22公里300公尺處西向外側迴轉車道,死亡1;受傷0,自用-小客車;普通重型-機車;租賃車-小客車;租賃車-小客車
102年10月10日 21時00分,臺中市北屯區部子里祥順二路祥順東路(附近),死亡1;受傷0,普通重型-機車
102年10月11日 03時45分,高雄市阿蓮區青旗里青旗229之2號前,死亡1;受傷0,普通重型-機車
102年10月11日 07時05分,彰化縣芳苑鄉彰化縣芳苑鄉崙腳村草崙路148線口,死亡1;受傷1,普通重型-機車;自用-小客車
102年10月11日 09時00分,屏東縣屏東市大同里逢甲路民族路(口),死亡1;受傷0,計程車-小客車;腳踏自行車-慢車
102年10月11日 11時05分,高雄市鳥松區松藝路圓山路口以北500公尺處,死亡1;受傷0,普通重型-機車
102年10月11日 23時59分,臺南市歸仁區歸仁里中山路一段忠孝北路(口),死亡1;受傷0,自用-小客車;大型重型2-機車
102年10月12日 07時45分,高雄市燕巢區深中路深中路口,死亡1;受傷0,普通重型-機車;自用-小客車
102年10月12日 11時00分,臺北市萬華區光復橋往台北,死亡1;受傷1,普通重型-機車;普通重型-機車
102年10月13日 07時13分,嘉義縣竹崎鄉義仁村（山子門35號電桿旁）西向(附近),死亡2;受傷0,普通重型-機車;普通重型-機車
102年10月13日 08時50分,嘉義縣阿里山鄉山美村阿里山公路51.35公里(附近)台18線51公里35公尺處西向中內車道,死亡1;受傷0,普通重型-機車;遊覽車-大客車
102年10月13日 10時05分,苗栗縣造橋鄉造橋村豐湖幹31號旁(附近)台13甲線8公里500公尺處南向外側車道,死亡1;受傷0,普通重型-機車
102年10月13日 15時35分,高雄市田寮區新興路和興路口以東100公尺處,死亡1;受傷0,普通重型-機車
102年10月13日 15時50分,臺南市龍崎區牛埔里182線27公里800公尺處西向外側車道,死亡1;受傷0,普通重型-機車
102年10月13日 17時29分,新北市五股區疏洪一路前0.0公尺數1K+00處(附近),死亡1;受傷1,自用-小貨車;普通重型-機車;普通重型-機車;自用-小貨車
102年10月13日 18時05分,嘉義縣東石鄉西崙村170線3公里100公尺處東向一般車道車道,死亡1;受傷1,普通重型-機車;腳踏自行車-慢車
102年10月13日 22時25分,高雄市小港區沿海一路漢民路口,死亡1;受傷0,自用-小客車;普通重型-機車
102年10月13日 22時27分,花蓮縣花蓮市美工六街、精美路口(附近),死亡1;受傷0,普通輕型-機車;營業用-曳引車
102年10月14日 01時15分,彰化縣線西鄉彰化縣線西鄉沿海路1段73號,死亡1;受傷2,自用-小客車;自用-小客車;自用-小客車
102年10月14日 06時30分,彰化縣社頭鄉彰化縣社頭鄉鴻門巷龍井幹19電桿前三岔路口,死亡1;受傷0,自用-小客車;普通重型-機車
102年10月14日 19時30分,臺南市七股區義合里未命名道路(義合高幹53左7左12)電桿附近(附近),死亡1;受傷0,普通重型-機車
102年10月15日 09時50分,高雄市鳳山區國道一號372公里600公尺處北向內側車道,死亡1;受傷1,自用-小貨車;自用-小貨車
102年10月15日 12時30分,雲林縣西螺鎮安定里產業道路93-4780-31號路燈桿前(附近),死亡1;受傷0,普通重型-機車
102年10月15日 14時33分,臺中市神岡區社南里中山路667巷139號,死亡1;受傷0,自用-大貨車;普通重型-機車
102年10月15日 18時45分,新北市樹林區鎮前街97巷前0.0公尺數口。(附近),死亡1;受傷0,普通重型-機車;自用-小客車
102年10月15日 21時45分,嘉義市西區興業西路與仁愛路口,死亡1;受傷0,自用-小客車;普通重型-機車
102年10月16日 02時30分,雲林縣元長鄉山內村台78線14.2K處往東(附近)台78線14公里200公尺處東向外側車道,死亡3;受傷0,自用-小客車;營業用-曳引車;自用-小客車;自用-小客車
102年10月16日 02時46分,臺南市南區中華西路一段新忠路(口)人行道(附近),死亡1;受傷0,普通重型-機車
102年10月16日 05時53分,臺中市北屯區松竹里昌平路二段3-3號,死亡1;受傷0,普通重型-機車;自用-小客車;自用-小客車
102年10月16日 07時40分,花蓮縣新城鄉七星潭大橋北端(附近)193縣道8公里300公尺處南向中外車道,死亡1;受傷0,自用-小貨車;普通重型-機車
102年10月16日 13時10分,苗栗縣泰安鄉苗62線4公里500公尺處東向中線車道,死亡1;受傷0,自用-小客車;行人-人
102年10月16日 15時00分,高雄市大樹區竹寮路60號前,死亡1;受傷0,自用-小客車;普通輕型-機車
102年10月16日 20時26分,新北市三峽區建安路前0.0公尺數雲森橋(110縣(附近),死亡1;受傷0,自用-小客車;腳踏自行車-慢車
102年10月17日 11時45分,雲林縣虎尾鎮懇地里雲97線與海墘路口(附近),死亡1;受傷3,自用-小客車;自用-小客車;自用-小客車;自用-小客車
102年10月17日 13時20分,雲林縣虎尾鎮墾地里虎中322電桿旁路口(附近),死亡1;受傷0,普通重型-機車;自用-小客車
102年10月17日 20時40分,宜蘭縣冬山鄉進福路冬山鄉公所路燈06141號前(附近),死亡1;受傷2,普通重型-機車;普通重型-機車;普通重型-機車
102年10月18日 09時55分,嘉義市西區垂楊路與新建街口,死亡1;受傷0,營業用-曳引車;腳踏自行車-慢車
102年10月18日 14時10分,屏東縣鹽埔鄉七份路新和巷口(附近),死亡1;受傷0,自用-小客車;自用-大貨車
102年10月19日 01時15分,高雄市新興區六合一路復興一路口,死亡1;受傷1,普通輕型-機車;行人-人
102年10月19日 05時10分,臺東縣大武鄉大竹村台9線426公里500公尺處北向中外車道,死亡1;受傷0,普通重型-機車;自用-小客車
102年10月19日 07時40分,新竹市北區東大路西濱快速道路(口),死亡1;受傷0,自用-大貨車;普通重型-機車
102年10月19日 09時30分,臺南市西港區慶安里中山路512號前南向外側一般車道(附近),死亡1;受傷1,民營客運-大客車;普通重型-機車;普通重型-機車
102年10月19日 23時55分,新竹縣竹北市新溪街溪洲高幹27之34電桿(附近),死亡1;受傷0,普通重型-機車
102年10月20日 04時57分,臺北市北投區中央北路3段118巷,死亡1;受傷1,普通重型-機車;自用-小客車;普通重型-機車
102年10月20日 05時27分,新北市蘆洲區三民路前0.0公尺數得勝街(口),死亡1;受傷4,自用-小貨車;自用-小客車;自用-小客車;自用-小客車;自用-小客車
102年10月20日 06時24分,臺南市北門區永隆里南15線0.3公里處(附近),死亡1;受傷0,普通重型-機車
102年10月20日 12時15分,彰化縣彰化市彰化縣彰化市新平路往北50公尺處,死亡1;受傷0,普通輕型-機車
102年10月20日 15時40分,臺東縣台東市永安街180巷與興盛路口(附近),死亡1;受傷1,普通重型-機車;自用-小貨車;普通重型-機車
102年10月20日 16時45分,新北市深坑區文山路前0.0公尺數烏月路(口)烏月路一號路口(附近),死亡1;受傷0,自用-小客車;行人-人
102年10月20日 18時18分,屏東縣萬丹鄉上村村上蚶路(社皮幹43路燈)前(附近),死亡1;受傷0,自用-小貨車;普通重型-機車
102年10月20日 20時45分,彰化縣埤頭鄉國道一號219公里100公尺處北向內側車道,死亡1;受傷0,計程車-小客車;自用-小客車;自用-小客車;計程車-小客車
102年10月21日 09時00分,桃園縣蘆竹鄉蘆竹村里中正北路988之5號對面(V10210218)(附近),死亡1;受傷0,普通重型-機車;自用-大貨車
102年10月21日 10時52分,臺中市烏日區榮泉里中山路三段716號,死亡1;受傷0,普通重型-機車;自用-小客車
102年10月21日 16時54分,臺南市官田區南部里南118線與南58線路口(附近),死亡1;受傷0,營業用-大貨車;普通重型-機車
102年10月21日 18時20分,雲林縣古坑鄉台三線257公里100公尺處北向外側車道,死亡1;受傷1,普通重型-機車;普通重型-機車
102年10月21日 22時22分,彰化縣埤頭鄉彰化縣埤頭鄉平原村斗苑東路958號前,死亡1;受傷0,行人-人
102年10月22日 13時35分,高雄市大社區和平路一段民族路口,死亡1;受傷0,營業用-大貨車;普通重型-機車
102年10月22日 18時52分,臺中市大甲區文曲里中山路一段61號對面北上車道(附近),死亡1;受傷1,自用-小貨車;營業用-半聯結車;自用-小貨車
102年10月22日 19時23分,南投縣南投市139乙線1公里600公尺處南向外側車道,死亡1;受傷0,普通重型-機車
102年10月23日 09時17分,屏東縣高樹鄉三民路69之1號,死亡1;受傷0,營業用-全聯結車;普通重型-機車;自用-小貨車
102年10月23日 10時50分,高雄市鼓山區九如四路中華一路口,死亡1;受傷1,自用-小貨車;普通重型-機車
102年10月23日 12時00分,臺中市后里區后科路二段與圳寮路99巷口(附近),死亡1;受傷0,自用-小客車
102年10月23日 12時00分,南投縣名間鄉濁水村磨坑巷152線50公里500公尺處北向外側車道,死亡1;受傷0,自用-小貨車
102年10月23日 14時35分,臺南市學甲區仁得里寶發路寶發高幹2號(附近),死亡1;受傷0,自用-小客車
102年10月23日 15時35分,南投縣魚池鄉共和村五馬巷9-1號前(投131線7.2公里)(附近),死亡1;受傷1,普通重型-機車;普通重型-機車
102年10月23日 18時28分,桃園縣大溪鎮仁和里員林路一段89號,死亡1;受傷0,普通輕型-機車;自用-小客車;營業用-曳引車
102年10月23日 20時00分,南投縣名間鄉竹圍巷出林虎路(口),死亡1;受傷1,自用-小貨車;普通重型-機車;普通重型-機車
102年10月23日 21時30分,雲林縣褒忠鄉有才村158甲線東鋼鋼構前(附近),死亡1;受傷0,自用-小客車;普通重型-機車
102年10月24日 09時53分,彰化縣大城鄉彰化縣大城鄉永和村北四路與產業道路口,死亡1;受傷0,普通重型-機車;拼裝車-其他車
102年10月24日 16時00分,高雄市甲仙區中和巷22號前,死亡1;受傷0,普通重型-機車
102年10月24日 16時26分,雲林縣四湖鄉蔡厝村蔡厝路、埤尾路路口。(附近),死亡1;受傷1,自用-小客車;普通輕型-機車;普通輕型-機車
102年10月24日 19時10分,新北市三重區力行路一段前0.0公尺數大勇街(口),死亡1;受傷0,普通重型-機車;行人-人
102年10月25日 05時40分,臺中市清水區下湳里中山路中華路(口),死亡1;受傷0,普通重型-機車;自用-小客車
102年10月25日 11時00分,彰化縣員林鎮彰化縣員林鎮溝皂里溝皂巷與30米外環道路口(莒光所),死亡1;受傷0,普通重型-機車;自用-小客車
102年10月25日 23時50分,高雄市燕巢區工程路中竹路口以北150公尺處,死亡1;受傷3,自用-小客車;自用-小客車;自用-小客車;自用-小客車
102年10月26日 03時08分,雲林縣四湖鄉溪底村四湖農會溪底辦事處前(附近)153線11公里100公尺處西向外側車道,死亡1;受傷0,普通重型-機車
102年10月26日 15時20分,彰化縣二水鄉彰化縣二水鄉南通路1段與水森路口,死亡1;受傷2,自用-小客車;自用-小客車;自用-小客車
102年10月26日 17時48分,澎湖縣馬公市安宅里縣203線5公里300公尺處南向內側車道,死亡1;受傷1,自用-小客車;普通重型-機車;普通重型-機車
102年10月26日 19時20分,苗栗縣苑裡鎮中山路建國路(口),死亡1;受傷0,自用-小客車;普通輕型-機車
102年10月26日 23時45分,屏東縣崁頂鄉力社路10-1號,死亡1;受傷0,自用-小客車;行人-人
102年10月27日 03時00分,新北市三重區重新堤外道路前0.0公尺數三重往新莊方向8(附近),死亡1;受傷1,普通重型-機車;自用-小客車;普通重型-機車
102年10月27日 04時25分,嘉義市西區中興路與大同路口,死亡1;受傷1,自用-小客車;自用-小客車
102年10月27日 06時04分,雲林縣西螺鎮廣興里產業道路TS90E79電信桿前(附近),死亡1;受傷0,普通重型-機車
102年10月27日 11時10分,嘉義市東區吳鳳南路與垂楊路口,死亡1;受傷1,自用-小客車;普通重型-機車;普通重型-機車
102年10月27日 15時00分,花蓮縣壽豐鄉溪口村中山路台9線229公里0公尺處北向外側車道,死亡1;受傷0,自用-小客車;普通重型-機車
102年10月27日 16時10分,桃園縣龍潭鄉中正路光明街(口)(龍潭派出所)(附近),死亡1;受傷2,自用-小客車;行人-人;普通重型-機車;普通重型-機車
102年10月27日 17時00分,南投縣名間鄉大老巷電線桿東湖分15(附近),死亡1;受傷0,普通重型-機車
102年10月27日 22時17分,臺中市西屯區福聯里臺灣大道五段224號,死亡1;受傷0,自用-小客車;普通重型-機車;民營客運-大客車
102年10月28日 00時32分,屏東縣恆春鎮鵝鑾里船帆路段(附近)台26線39公里800公尺處北向外側車道,死亡3;受傷1,自用-小客車;自用-小客車;自用-小客車;自用-小客車
102年10月28日 08時10分,新北市三峽區三樹路98巷前0.0公尺數口(附近),死亡1;受傷0,普通輕型-機車;自用-小客車
102年10月28日 09時52分,臺中市北區賴興里梅川西路四段232號,死亡1;受傷0,行人-人;自用-小貨車
102年10月28日 11時10分,屏東縣竹田鄉永豐村永豐路台一線402公里900公尺處南向內側車道,死亡1;受傷0,自用-小貨車;普通重型-機車
102年10月28日 11時12分,臺南市北區長榮路五段341號,死亡2;受傷0,普通輕型-機車;自用-小貨車;普通輕型-機車
102年10月28日 18時12分,苗栗縣造橋鄉大西村十字路90-3號前(附近),死亡1;受傷0,普通重型-機車;行人-人
102年10月28日 20時02分,臺南市鹽水區義稠里路口(附近)臺19線100公里500公尺處北向內側車道,死亡1;受傷0,普通輕型-機車;自用-小客車
102年10月28日 20時20分,臺中市南區南門里台中路喬城路(口),死亡1;受傷0,民營客運-大客車;行人-人
102年10月28日 23時03分,臺北市文山區新光路2段036電燈桿,死亡1;受傷0,普通重型-機車
102年10月28日 23時45分,高雄市仁武區國道一號359公里900公尺處北向外側路肩車道,死亡1;受傷0,自用-小客車;營業用-半聯結車
102年10月29日 15時10分,桃園縣大園鄉埔心村桃園國際機場航站北路28燈桿前路段(近航空科學館)(附近),死亡2;受傷2,自用-小貨車;自用-小貨車;自用-小貨車;自用-小貨車
102年10月29日 17時48分,臺南市佳里區台19線公路122公里處(附近),死亡1;受傷0,營業用-大貨車;普通重型-機車;自用-小客車
102年10月29日 20時15分,臺南市安定區中沙里1-17號臺19線133公里800公尺處北向外側車道,死亡1;受傷0,普通重型-機車;自用-小貨車
102年10月29日 21時55分,桃園縣龜山鄉振興路386巷振興路(口)(S10210327 大埔所轄區)(附近),死亡1;受傷0,普通重型-機車
102年10月30日 09時25分,高雄市前鎮區新生路漁港路口,死亡1;受傷0,營業用-半聯結車;普通重型-機車
102年10月31日 10時05分,高雄市岡山區介壽東路123號前,死亡1;受傷0,腳踏自行車-慢車;租賃車-小客車
102年10月31日 13時30分,高雄市鼓山區哨船街60號前,死亡1;受傷0,普通重型-機車;遊覽車-大客車
102年10月31日 18時43分,新北市新莊區三泰路前0.0公尺數54194號燈桿(附近),死亡1;受傷1,自用-大貨車;普通重型-機車;自用-小客車;普通重型-機車
102年10月31日 19時15分,雲林縣莿桐鄉台一丁線莿桐段1K+50M(附近),死亡1;受傷1,普通重型-機車;行人-人
102年11月01日 06時45分,桃園縣大園鄉橫峰村中正東路平安路(口),死亡1;受傷0,普通重型-機車;營業用-半聯結車
102年11月01日 08時52分,新北市新店區安康路二段308號前0.0公尺數對面(附近),死亡1;受傷0,普通重型-機車
102年11月01日 14時25分,高雄市岡山區岡山北路203號前,死亡1;受傷0,普通重型-機車
102年11月01日 14時45分,嘉義縣鹿草鄉竹山村龜佛山產業道路與嘉36線路口(附近),死亡1;受傷0,普通重型-機車;自用-小貨車
102年11月02日 01時20分,屏東縣內埔鄉東片村大同路三段SH70A74電桿處(附近),死亡1;受傷0,自用-小客車;普通重型-機車;自用-小客車
102年11月02日 07時40分,臺中市神岡區新庄里和睦路一段809號,死亡1;受傷0,自用-小客車;腳踏自行車-慢車
102年11月02日 12時15分,屏東縣萬丹鄉磚寮村大昌路1032號前(附近),死亡1;受傷0,普通輕型-機車;自用-小貨車
102年11月02日 17時15分,高雄市美濃區中正路二段456號前,死亡1;受傷0,行人-人;其他特種車-特種車
102年11月03日 15時12分,彰化縣和美鎮彰化縣和美鎮鹿和路六段一巷與90弄口附近(以東約10M處),死亡1;受傷1,普通重型-機車;普通重型-機車
102年11月03日 17時46分,屏東縣長治鄉中山路16號,死亡1;受傷0,普通重型-機車
102年11月04日 00時03分,新北市三峽區中正路一段27號前0.0公尺數,死亡1;受傷0,普通重型-機車;自用-小客車
102年11月04日 05時35分,臺北市中正區重慶南路寧波西街(口)重慶南路 寧波西街,死亡1;受傷0,普通重型-機車
102年11月04日 12時34分,花蓮縣新城鄉193縣道4公里800公尺處北向外側車道,死亡1;受傷0,普通重型-機車
102年11月04日 17時41分,彰化縣彰化市彰化縣彰化市與彰鹿路168巷口(莿桐所),死亡1;受傷0,自用-曳引車;腳踏自行車-慢車
102年11月04日 22時30分,南投縣草屯鎮國道三號220公里900公尺處北向內側車道,死亡1;受傷3,自用-小客車;自用-小客車;自用-小貨車;自用-小客車;自用-小客車;自用-小客車;自用-小客車
102年11月05日 02時55分,高雄市岡山區國道一號346公里900公尺處南向內側車道,死亡1;受傷0,普通重型-機車;自用-小貨車
102年11月05日 21時55分,臺中市北屯區仁和里崇德八路一段99號附近(附近),死亡1;受傷0,普通重型-機車;自用-小貨車
102年11月06日 03時17分,臺北市內湖區潭美街口(口)新明路451巷 潭美街口,死亡1;受傷0,計程車-小客車;行人-人
102年11月06日 10時11分,臺東縣池上鄉大埔村東1-1線0公里900公尺處北向內側車道,死亡1;受傷1,普通重型-機車;自用-小客車
102年11月06日 13時57分,雲林縣斗六市中興路351號,死亡1;受傷0,自用-大貨車;行人-人
102年11月06日 22時45分,臺南市新市區三舍里臺19甲線36號路燈(附近)臺19甲線28公里100公尺處南向內側車道,死亡1;受傷0,普通重型-機車;自用-小客車
102年11月06日 23時45分,臺中市霧峰區丁台里丁臺路中投西路(口),死亡1;受傷1,普通重型-機車;普通重型-機車
102年11月07日 02時10分,桃園縣八德市大義里忠勇街義勇街(口),死亡1;受傷0,自用-小客車;普通重型-機車
102年11月07日 08時05分,桃園縣平鎮市新貴里中豐路一段320號,死亡1;受傷1,普通重型-機車;行人-人
102年11月07日 11時10分,新北市坪林區北宜公路前0.0公尺數35.3K處(附近),死亡1;受傷1,普通重型-機車;營業用-大貨車;普通重型-機車
102年11月07日 15時45分,高雄市鳳山區中安路鳳頂路口,死亡1;受傷1,營業用-半聯結車;普通重型-機車;普通重型-機車
102年11月07日 17時45分,新竹縣竹東鎮光明路往台68線道口旁(附近),死亡1;受傷0,自用-小貨車;普通重型-機車
102年11月07日 23時22分,新北市永和區環河西路前0.0公尺數堤外道路(附近),死亡1;受傷1,普通重型-機車;普通重型-機車
102年11月08日 01時35分,高雄市大寮區光明路二段719號前,死亡1;受傷0,自用-小客車;自用-小客車;自用-小客車
102年11月08日 08時00分,雲林縣北港鎮大北里大北路大北107號前道路(附近),死亡1;受傷0,普通重型-機車
102年11月08日 13時49分,臺南市七股區七股里臺17線與南31-1線口(附近)臺17線158公里700公尺處南向外側車道,死亡1;受傷0,自用-大貨車;普通重型-機車
102年11月08日 16時40分,屏東縣屏東市廣興里敬軍路監理站考驗場門口(附近),死亡1;受傷0,腳踏自行車-慢車;自用-小客車
102年11月08日 17時13分,臺中市清水區橋頭里民有路113巷民有路(口),死亡1;受傷1,普通重型-機車;普通重型-機車;自用-小客車
102年11月09日 10時23分,新竹縣北埔鄉竹37-4線五指山往北埔鄉方向(大坪高幹10E1054)前(附近),死亡1;受傷19,遊覽車-大客車;遊覽車-大客車;遊覽車-大客車;遊覽車-大客車;遊覽車-大客車;遊覽車-大客車;遊覽車-大客車;遊覽車-大客車;遊覽車-大客車;遊覽車-大客車;遊覽車-大客車;遊覽車-大客車;遊覽車-大客車;遊覽車-大客車;遊覽車-大客車;遊覽車-大客車;遊覽車-大客車;遊覽車-大客車;遊覽車-大客車;遊覽車-大客車
102年11月09日 10時45分,彰化縣員林鎮彰化縣員林鎮三條里員東路2段126號旁,死亡1;受傷0,自用-小客車;普通重型-機車
102年11月09日 11時04分,臺東縣東河鄉台11線141公里925公尺處北向外側車道,死亡1;受傷0,警備車-特種車
102年11月09日 11時58分,臺中市太平區東平里中和街38巷東平路(口),死亡1;受傷1,普通重型-機車;普通重型-機車
102年11月09日 14時00分,屏東縣屏東市豐榮里公園東路88號,死亡1;受傷1,腳踏自行車-慢車;普通重型-機車
102年11月09日 15時15分,嘉義縣溪口鄉妙崙村民溪路南向北彎曲路段(附近),死亡1;受傷0,自用-小客車
102年11月09日 17時56分,新北市中和區華順街135巷前0.0公尺數,死亡1;受傷0,計程車-小客車;行人-人
102年11月09日 22時30分,臺北市內湖區內湖路1段51號前,死亡1;受傷1,普通重型-機車;自用-小客車
102年11月10日 02時10分,臺北市南港區南深路175號燈桿前,死亡1;受傷2,自用-小客車;普通重型-機車;自用-小客車;自用-小客車;自用-小客車
102年11月10日 04時05分,桃園縣大園鄉圳頭村國際路一段台15線32公里500公尺處北向內側車道,死亡1;受傷0,普通重型-機車
102年11月10日 11時02分,屏東縣里港鄉茄苳村茄苳路76號前路口(附近)台22線24公里800公尺處北向外側車道,死亡1;受傷0,自用-小客車;普通輕型-機車
