發生時間,發生地點,死亡受傷人數,車種
102年04月08日 14時40分,臺南市仁德區上崙里臺86線10.12公里東向西外車道(附近)臺86線10公里120公尺處西向外側車道,死亡1;受傷0,自用-大貨車;自用-大貨車;自用-小客車
102年04月09日 01時39分,新北市淡水區淡金路四段587號前0.0公尺數,死亡1;受傷1,自用-小客車;自用-小客車;自用-小客車
102年04月09日 03時01分,新竹市東區中華路一段2巷橋墩P103(附近),死亡1;受傷0,普通重型-機車
102年04月09日 06時53分,花蓮縣花蓮市國慶里中央路三段莊敬路(口)(自強所)(附近),死亡1;受傷0,普通輕型-機車;民營客運-大客車
102年04月09日 07時38分,彰化縣溪湖鎮彰化縣溪湖鎮北勢里二溪路2段91號前,死亡1;受傷0,營業用-大貨車;普通重型-機車
102年04月09日 13時30分,高雄市岡山區中山南路河堤路二段口,死亡1;受傷0,自用-半聯結車;普通重型-機車
102年04月09日 19時25分,臺中市龍井區忠和里臨港路二段瑞億貨櫃前(附近),死亡1;受傷0,營業用-半聯結車;普通重型-機車
102年04月10日 05時33分,雲林縣虎尾鎮建國里光復路673號,死亡1;受傷0,普通重型-機車
102年04月10日 07時51分,花蓮縣瑞穗鄉中山路二段博愛路(口)193縣道88公里200公尺處西向內側車道,死亡1;受傷0,腳踏自行車-慢車;自用-大貨車
102年04月10日 16時33分,新北市板橋區縣民大道二段7號前0.0公尺數板橋火車站南一門(附近),死亡1;受傷0,普通重型-機車;自用-小貨車
102年04月10日 19時18分,屏東縣屏東市崇智里光復路重慶路(口),死亡1;受傷0,行人-人;民營公車-大客車
102年04月10日 20時26分,臺北市中山區民權東路龍江路(口)民權東路 龍江路,死亡1;受傷1,行人-人;普通重型-機車
102年04月11日 00時35分,嘉義縣太保市舊埤里龍昇新村1號旁(附近),死亡1;受傷0,普通重型-機車
102年04月11日 02時01分,花蓮縣花蓮市國聯一路國民五街(口)(豐川所)(附近),死亡1;受傷0,普通重型-機車
102年04月11日 05時25分,桃園縣楊梅市埔心里永美路福德街(口)口(Q10204060草湳所)(附近),死亡1;受傷0,腳踏自行車-慢車;自用-小貨車
102年04月11日 14時40分,桃園縣桃園市國道二號11公里700公尺處西向外側車道,死亡1;受傷1,營業用-曳引車;自用-小貨車;自用-小貨車
102年04月11日 19時20分,嘉義市東區嘉義市東區新民路2巷22號對面（往民生社區方向）,死亡1;受傷1,普通重型-機車;行人-人
102年04月11日 21時55分,彰化縣社頭鄉彰化縣社頭鄉中山路3段492號前,死亡1;受傷1,普通重型-機車;普通重型-機車
102年04月11日 22時30分,臺中市東區復興東路近旱溪街(附近),死亡1;受傷3,普通重型-機車;行人-人;行人-人;普通重型-機車
102年04月12日 08時02分,花蓮縣玉里鎮源城里水源54號前產業道路以東約300公尺處岔路口(附近),死亡1;受傷0,普通重型-機車;自用-小客車
102年04月12日 10時45分,臺南市南區西門路一段689巷,死亡1;受傷0,自用-小客車;普通重型-機車;自用-大貨車
102年04月12日 15時02分,桃園縣新屋鄉頭洲村2鄰民族路六段台31線路(口)台31線17公里800公尺處北向中線車道,死亡1;受傷0,普通重型-機車;營業用-曳引車
102年04月12日 23時20分,桃園縣觀音鄉廣福村里5鄰產業道路125-12號125-12號前產業道路(附近),死亡1;受傷0,普通重型-機車
102年04月13日 02時08分,新北市板橋區大觀路二段19巷前0.0公尺數,死亡1;受傷0,普通重型-機車
102年04月13日 02時40分,苗栗縣公館鄉尖山村新東大橋西側70公尺處(附近),死亡1;受傷0,普通重型-機車
102年04月13日 08時23分,桃園縣平鎮市快速路一段金陵路(口),死亡1;受傷0,自用-大貨車;普通重型-機車
102年04月13日 08時35分,高雄市楠梓區鳳楠路興西路口以東20公尺處,死亡1;受傷0,自用-大貨車;普通重型-機車
102年04月13日 16時37分,屏東縣高樹鄉舊庄村慈新路屏6-1線路口(附近),死亡1;受傷0,營業用-大貨車;普通重型-機車
102年04月13日 22時17分,桃園縣龜山鄉萬壽路一段19K處(迴龍派出所)S10204124(附近)台1線19公里0公尺處南向內側車道,死亡1;受傷0,普通重型-機車
102年04月14日 04時06分,臺南市白河區昇安里165線11公里600公尺處南向外側車道,死亡1;受傷0,普通重型-機車
102年04月14日 05時56分,嘉義縣溪口鄉溪東村溪民路電桿柳溝幹十一旁(附近),死亡1;受傷0,普通重型-機車
102年04月15日 01時25分,新北市八里區關渡橋道路前0.0公尺數往淡水方向390(附近),死亡1;受傷2,普通重型-機車;普通重型-機車;普通重型-機車
102年04月15日 13時56分,新北市新店區北新路200號前0.0公尺數,死亡2;受傷1,自用-小客車;普通重型-機車;普通重型-機車;普通重型-機車
102年04月15日 14時54分,嘉義縣梅山鄉過山村1鄰清水仔13-1號附近(附近),死亡1;受傷1,自用-小客車;自用-小客車
102年04月15日 15時00分,南投縣埔里鎮國道六號34公里700公尺處東向匝道車道,死亡1;受傷0,自用-小客車
102年04月15日 18時30分,臺中市南區美村南路工學路(口),死亡1;受傷0,遊覽車-大客車;行人-人
102年04月15日 18時48分,苗栗縣三義鄉國道一號150公里300公尺處北向內側車道,死亡1;受傷1,自用-小客車;自用-小客車
102年04月16日 07時43分,雲林縣褒忠鄉埔姜村三民路415號前(附近),死亡1;受傷0,自用-小貨車;普通重型-機車;自用-小客車
102年04月16日 09時00分,苗栗縣三灣鄉永和村10鄰雙下坑產業道路36號10鄰上雙坑36號前(附近),死亡1;受傷1,普通重型-機車;普通重型-機車
102年04月16日 13時12分,彰化縣埤頭鄉國道一號217公里900公尺處南向外側車道,死亡1;受傷1,營業用-全聯結車;自用-大貨車;營業用-半聯結車
102年04月16日 17時45分,臺南市龍崎區楠坑里24-1號,死亡1;受傷0,普通重型-機車;自用-小貨車
102年04月17日 07時37分,雲林縣水林鄉蕃薯村雲153線蕃薯段(電桿蔦松40南71號附近)往水林方向(附近),死亡1;受傷0,普通重型-機車
102年04月17日 09時11分,桃園縣桃園市春日路374號(M10204384)青溪所(附近),死亡1;受傷1,普通重型-機車;腳踏自行車-慢車;營業用-曳引車
102年04月18日 05時30分,金門縣金寧鄉盤山村伯玉路二段00196號燈桿前路段(附近),死亡1;受傷0,普通重型-機車
102年04月18日 07時56分,宜蘭縣壯圍鄉國道五號41公里500公尺處北向交流道車道,死亡1;受傷0,租賃車-小客車
102年04月18日 09時37分,新北市板橋區大觀路三段50巷93號前0.0公尺數,死亡1;受傷0,自用-小貨車;行人-人;自用-小貨車
102年04月18日 10時32分,桃園縣大園鄉五權村中正東路三段419號,死亡1;受傷0,自用-大貨車;普通重型-機車
102年04月18日 13時05分,雲林縣四湖鄉內湖村下桂山29-1號前(附近),死亡1;受傷0,自用-小貨車;普通重型-機車
102年04月18日 16時30分,高雄市路竹區金平路306號前,死亡1;受傷1,腳踏自行車-慢車;普通重型-機車
102年04月18日 19時50分,臺中市霧峰區國道三號211公里0公尺處南向交流道車道,死亡1;受傷0,自用-小客車
102年04月19日 09時31分,臺北市中山區南京東路松江路(口)南京東路 松江路,死亡1;受傷0,民營公車-大客車;普通重型-機車
102年04月19日 11時25分,彰化縣伸港鄉彰化縣伸港鄉什股村台61線與什股路涵洞口,死亡1;受傷1,自用-小客車;營業用-半聯結車;自用-小客車
102年04月19日 11時45分,高雄市路竹區中山路236號前,死亡1;受傷1,普通重型-機車;普通重型-機車
102年04月19日 12時00分,臺北市中山區松江路農安街(口)松江路 農安街,死亡1;受傷0,計程車-小客車;行人-人
102年04月19日 15時12分,新竹縣關西鎮石光里175號前(附近),死亡1;受傷0,自用-小客車;自用-小客車;自用-小客車;行人-人
102年04月19日 17時35分,花蓮縣花蓮市國興里介仁街178號慈濟國小、國中側門前(附近),死亡1;受傷0,自用-小客車;自用-小客車
102年04月19日 19時20分,苗栗縣苑裡鎮玉田里苗47線與鎮安9路路口(附近),死亡1;受傷0,營業用-大貨車;普通重型-機車
102年04月20日 07時50分,臺中市烏日區光明路光德路(口),死亡1;受傷0,自用-小客車;普通重型-機車
102年04月20日 07時50分,屏東縣崁頂鄉園寮村南州路,死亡1;受傷1,普通重型-機車;普通重型-機車
102年04月20日 11時50分,嘉義縣太保市田尾里,死亡1;受傷0,自用-小貨車;自用-小貨車
102年04月20日 19時37分,彰化縣花壇鄉彰化縣花壇鄉中山路2段182號(花壇分駐所),死亡1;受傷0,自用-小貨車;腳踏自行車-慢車
102年04月21日 01時00分,嘉義縣中埔鄉國道三號298公里100公尺處南向外側車道,死亡1;受傷2,自用-小客車;自用-小客車;自用-小客車
102年04月21日 04時55分,彰化縣秀水鄉國道一號202公里600公尺處北向外側車道,死亡1;受傷1,自用-小客車;自用-小貨車;自用-小客車;自用-小貨車
102年04月21日 15時16分,花蓮縣玉里鎮啟模里25鄰中華路202號,死亡1;受傷0,自用-小貨車;行人-人
102年04月21日 19時00分,臺南市永康區西勢里富強路一段與西勢路口(附近),死亡1;受傷0,自用-小客車;行人-人
102年04月21日 20時30分,臺中市大甲區中山路二段743號,死亡1;受傷0,自用-小客車;行人-人
102年04月22日 00時50分,高雄市大寮區光明路二段光華路口以北150公尺處,死亡1;受傷0,普通重型-機車
102年04月22日 13時20分,南投縣竹山鎮竹圍里大明路大禮路(口)台3線233公里300公尺處北向外側車道,死亡1;受傷0,拼裝車-其他車;普通輕型-機車
102年04月23日 01時35分,宜蘭縣頭城鎮濱海路二段542號台2線130公里550公尺處北向內側車道,死亡1;受傷0,普通重型-機車
102年04月23日 02時10分,臺中市沙鹿區三民路往大雅特一號高架橋出口處(附近),死亡1;受傷0,自用-小客車
102年04月23日 05時25分,彰化縣彰化市縣139線15公里600公尺處東向內側車道彰化縣彰化市桃源里虎崗路1號左側門(八卦山所),死亡1;受傷0,普通重型-機車
102年04月23日 05時48分,雲林縣口湖鄉過港村牛桃灣左岸11號水門前(附近),死亡1;受傷0,普通重型-機車
102年04月23日 06時00分,宜蘭縣員山鄉大湖路大湖5路(口)口(附近)台7甲線59公里800公尺處西向內側車道,死亡1;受傷0,自用-小貨車
102年04月23日 08時45分,高雄市美濃區中興路一段49巷口,死亡1;受傷0,普通輕型-機車;自用-小貨車
102年04月23日 11時48分,雲林縣元長鄉山內村元忠85分1電桿旁(附近),死亡1;受傷0,營業用-大貨車;普通重型-機車
102年04月23日 13時00分,屏東縣屏東市永城里勝利路192號,死亡1;受傷4,自用-小貨車;普通輕型-機車;營業用-大貨車;普通重型-機車;自用-小客車;普通輕型-機車;自用-小客車;自用-小客車;普通重型-機車;普通重型-機車;自用-小客車
102年04月23日 13時10分,高雄市左營區博愛三路310號前,死亡1;受傷0,普通重型-機車
102年04月23日 15時24分,桃園縣桃園市中山路1558-1號M10204546(龍安所)(附近),死亡1;受傷0,遊覽車-大客車;普通重型-機車
102年04月23日 17時04分,臺中市潭子區民族路一段42號,死亡1;受傷1,電動輔助自行車-慢車;普通重型-機車
102年04月24日 07時15分,臺南市學甲區新達里臺19線113公里0公尺處北向外側車道,死亡1;受傷0,普通重型-機車;遊覽車-大客車
102年04月24日 15時40分,高雄市鼓山區鼓山三路3號前,死亡1;受傷1,普通重型-機車;腳踏自行車-慢車
102年04月24日 16時09分,新竹縣竹東鎮北興路二段1號東林路(口),死亡1;受傷0,自用-大貨車;行人-人
102年04月24日 17時10分,桃園縣龜山鄉文化二路龜山一路(口),死亡1;受傷0,腳踏自行車-慢車;遊覽車-大客車
102年04月24日 18時54分,雲林縣西螺鎮溪洲大橋I068路燈前(附近)台一線277公里200公尺處北向外側車道,死亡1;受傷0,自用-小客車;自用-半聯結車
102年04月24日 22時55分,嘉義縣水上鄉縱貫鐵路線303公里636公尺處水上村,死亡1;受傷0,普通重型-機車;火車-其他車
102年04月25日 00時08分,臺北市南港區八德路4段798號,死亡1;受傷1,行人-人;普通重型-機車
102年04月25日 03時10分,苗栗縣公館鄉中義村6鄰129-1號,死亡1;受傷0,普通重型-機車
102年04月25日 05時50分,高雄市前鎮區德昌路新衙路口,死亡1;受傷0,營業用-大貨車;普通重型-機車
102年04月25日 15時30分,臺中市東區臺74號快速道路29K附近(附近),死亡1;受傷1,自用-小貨車;自用-小貨車;自用-小貨車
102年04月26日 01時45分,屏東縣長治鄉永興路9-18號前(附近),死亡1;受傷0,普通重型-機車
102年04月26日 05時18分,臺中市烏日區中山路二段309號,死亡1;受傷0,自用-小貨車;腳踏自行車-慢車
102年04月26日 08時45分,臺南市北區北門路二段與東豐路口(附近),死亡1;受傷0,自用-小客車;普通重型-機車
102年04月26日 10時08分,臺北市信義區中坡南路(口)忠孝東路5段 中坡南路,死亡1;受傷1,腳踏自行車-慢車;普通重型-機車
102年04月26日 16時25分,花蓮縣光復鄉林森路大馬路(口)台9線249公里100公尺處北向內側車道,死亡1;受傷0,腳踏自行車-慢車;自用-小客車
102年04月26日 18時40分,新竹縣關西鎮石光里92號,死亡1;受傷0,自用-大貨車;普通重型-機車
102年04月27日 07時32分,嘉義市西區嘉義市西區垂楊路５５７巷口,死亡1;受傷0,自用-小貨車;行人-人
102年04月27日 13時20分,高雄市仁武區鳳仁路高速公路東側道路口,死亡1;受傷0,營業用-半聯結車;腳踏自行車-慢車
102年04月27日 15時00分,桃園縣楊梅市永平里永美路漢昌街(口)(Q10204321草湳所)(附近),死亡1;受傷2,自用-小客車;營業用-小貨車;自用-小客車;自用-小客車
102年04月27日 20時20分,雲林縣土庫鎮溪邊里震天宮牌樓前路口(附近),死亡1;受傷0,自用-小客車;普通重型-機車
102年04月27日 20時30分,臺東縣長濱鄉三間村台11線79公里600公尺處南向外側車道,死亡1;受傷0,自用-小貨車
102年04月27日 22時35分,新北市淡水區民權路51號前0.0公尺數,死亡1;受傷0,普通重型-機車;自用-小貨車
102年04月27日 23時00分,屏東縣屏東市大武里武安街2號,死亡1;受傷0,自用-小貨車;行人-人
102年04月28日 18時00分,屏東縣萬丹鄉萬全村萬丹路一段與西環路口(附近),死亡1;受傷2,自用-小客車;自用-小客車;普通重型-機車;乘客-人
102年04月29日 07時20分,高雄市路竹區大公路36號前,死亡1;受傷0,自用-小客車;普通輕型-機車
102年04月29日 08時00分,南投縣魚池鄉水社村中正路中正路(口)台21甲線3公里50公尺處東向內側車道,死亡1;受傷0,普通重型-機車;自用-小客車
102年04月29日 13時00分,苗栗縣造橋鄉龍昇村台1線105公里500公尺處北向外側車道,死亡1;受傷1,自用-小貨車;自用-小客車;自用-小貨車;自用-小貨車
102年04月29日 15時20分,宜蘭縣宜蘭市泰山路86巷三清路(口),死亡1;受傷0,自用-大貨車;普通輕型-機車
102年04月29日 17時30分,屏東縣九如鄉九如路一段,死亡1;受傷0,普通重型-機車;自用-小客車;自用-小客車
102年04月30日 07時25分,高雄市鳳山區建國路一段480號前,死亡1;受傷0,營業用-全聯結車;普通重型-機車
102年04月30日 09時40分,屏東縣潮州鎮光春里光春路(189線19.3公里南向)(附近),死亡1;受傷0,普通輕型-機車
102年04月30日 11時29分,桃園縣中壢市內厝里高鐵南路四段內厝6路(附近),死亡1;受傷0,營業用-曳引車;普通重型-機車
102年04月30日 14時20分,宜蘭縣員山鄉內城路員山路(口)台7線111公里900公尺處南向中外車道,死亡1;受傷2,租賃車-小客車;營業用-曳引車;租賃車-小客車
102年04月30日 23時00分,臺中市豐原區國豐路二段656巷口(附近),死亡1;受傷0,普通重型-機車
102年05月01日 00時50分,臺中市清水區和睦路二段602號,死亡1;受傷0,自用-小貨車
102年05月01日 03時28分,南投縣鹿谷鄉內湖村興產路(縣道151線)15公里300公尺處(附近),死亡1;受傷0,自用-小客車
102年05月01日 05時02分,新北市三峽區復興路367巷前0.0公尺數,死亡1;受傷0,自用-小客車;行人-人
102年05月01日 13時42分,臺南市永康區尚頂里中正南路349巷中正南路(口),死亡1;受傷0,自用-小客車;普通重型-機車
102年05月01日 15時15分,雲林縣北港鎮扶朝里雲164公路與扶朝路口附近(附近),死亡1;受傷0,普通重型-機車
102年05月01日 17時30分,彰化縣彰化市彰化縣彰化市健興路環保局停車場前附近(卦山所),死亡1;受傷0,普通重型-機車
102年05月01日 17時34分,彰化縣田尾鄉彰化縣田尾鄉打廉村民生路1段前230之1號,死亡1;受傷2,自用-小貨車;行人-人;行人-人;行人-人
102年05月01日 21時40分,高雄市林園區石化二路石化二橋上,死亡2;受傷1,自用-小客車;自用-小客車;自用-小客車
102年05月01日 23時08分,新北市新店區長春路19巷前0.0公尺數內(編號6017(附近),死亡1;受傷0,自用-小客車;行人-人
102年05月02日 01時25分,臺南市後壁區國道一號277公里900公尺處南向外側車道,死亡2;受傷0,營業用-大貨車;營業用-半聯結車;營業用-大貨車
102年05月02日 09時20分,臺南市佳里區安西里忠孝路與佳北路口(附近),死亡1;受傷0,腳踏自行車-慢車;自用-小客車
102年05月02日 10時55分,高雄市大寮區鳳林三路612-3號前,死亡1;受傷0,自用-小客車;腳踏自行車-慢車;自用-小客車
102年05月02日 11時38分,新北市瑞芳區台二線道路前0.0公尺數台二線道路(口)台二線82.5公(附近)台二線道路82公里500公尺處南向＿車道,死亡1;受傷0,自用-小貨車;營業用-曳引車
102年05月02日 14時55分,高雄市小港區沿海二路永光街口,死亡1;受傷0,營業用-半聯結車;普通重型-機車
102年05月02日 18時40分,高雄市仁武區高楠公路95號前,死亡1;受傷0,營業用-半聯結車;普通重型-機車
102年05月02日 19時53分,雲林縣崙背鄉民權路與民德路口(附近),死亡1;受傷1,自用-小貨車;普通重型-機車;普通重型-機車
102年05月02日 20時31分,桃園縣平鎮市建安里華隆街電桿華隆枝23號旁(附近),死亡1;受傷0,普通重型-機車
102年05月02日 21時55分,臺南市佳里區子龍里226-5號176線15公里0公尺處西向內側車道,死亡1;受傷0,自用-小客車;普通重型-機車;自用-小客車
102年05月02日 22時30分,屏東縣新園鄉仙隆路128-16號,死亡1;受傷0,普通重型-機車
102年05月03日 07時55分,高雄市鳥松區水管路大同路口,死亡1;受傷0,自用-小客車;普通重型-機車
102年05月04日 05時30分,南投縣水里鄉新城村里新城路20號前15公尺數,死亡1;受傷0,自用-小客車
102年05月04日 22時05分,臺中市大肚區沙田路一段710巷沙田路(口),死亡1;受傷1,自用-小客車;普通重型-機車;普通重型-機車
102年05月04日 23時06分,臺北市士林區德行東路(口)中山北路6段 德行東路,死亡1;受傷0,自用-小客車;普通重型-機車
102年05月05日 04時38分,臺南市佳里區建南里佳南路與成功路路口(附近),死亡1;受傷2,自用-小客車;自用-小客車;自用-小客車
102年05月05日 10時15分,雲林縣斗六市梅林路與梅堤路口(附近),死亡1;受傷0,普通重型-機車;自用-小客車
102年05月05日 22時43分,桃園縣大溪鎮武嶺橋東端路口(附近)台4線36公里700公尺處東向中外車道,死亡1;受傷0,營業用-大貨車;普通重型-機車
102年05月06日 06時40分,高雄市燕巢區中興路市場路口,死亡1;受傷0,腳踏自行車-慢車;自用-大貨車
102年05月06日 06時55分,新竹縣湖口鄉勝利路二段157號,死亡1;受傷0,自用-小貨車;普通重型-機車;自用-小客車
102年05月06日 10時30分,雲林縣斗六市大學路二段中山路(口),死亡1;受傷0,自用-大貨車;普通重型-機車
102年05月06日 15時41分,臺北市士林區忠誠路一段忠義街口(口)忠誠路一段 忠義街口,死亡1;受傷1,普通重型-機車;腳踏自行車-慢車
102年05月06日 17時30分,宜蘭縣壯圍鄉美功路一段與美功路一段40巷路口(附近)191線9公里100公尺處南向中外車道,死亡1;受傷1,自用-小貨車;普通重型-機車;普通重型-機車
102年05月06日 18時11分,嘉義縣太保市過溝里1之27號與產業道路水溝內(附近),死亡1;受傷0,普通重型-機車
102年05月06日 19時28分,嘉義縣太保市前潭里嘉65線3.9公里處(附近),死亡1;受傷0,普通輕型-機車;自用-小客車
102年05月07日 05時45分,臺中市神岡區國道四號11公里600公尺處西向交流道車道,死亡1;受傷0,營業用-半聯結車
102年05月07日 09時55分,屏東縣林邊鄉美華路消防隊前(附近),死亡1;受傷0,普通重型-機車;自用-大貨車
102年05月07日 10時45分,苗栗縣卓蘭鎮台3線149公里50公尺處北向中外車道,死亡1;受傷1,自用-小貨車;自用-小客車;自用-小貨車
102年05月07日 15時30分,臺東縣卑南鄉利嘉村利嘉路300巷內(附近),死亡1;受傷0,普通重型-機車
102年05月07日 20時27分,臺東縣大武鄉美和村美和國小北側(附近)台9線393公里200公尺處南向內側車道,死亡1;受傷0,行人-人;自用-小客車
102年05月07日 23時15分,高雄市燕巢區安招路679號前,死亡1;受傷0,營業用-全聯結車;自用-小客車
102年05月08日 15時05分,南投縣水里鄉新山村台21線79公里100公尺處北向內側車道,死亡1;受傷1,自用-小貨車;自用-大貨車
102年05月08日 18時50分,南投縣名間鄉彰南路名間國中巷道口(附近)台3線220公里300公尺處南向內側車道,死亡1;受傷0,行人-人;自用-小客車
102年05月09日 12時50分,南投縣國姓鄉北港村台21線27公里850公尺處東向中內車道,死亡1;受傷0,自用-小貨車;普通重型-機車
102年05月09日 13時18分,彰化縣和美鎮彰化縣和美鎮孝義路221巷口,死亡1;受傷0,自用-小貨車;普通重型-機車
102年05月09日 14時55分,彰化縣彰化市國道三號196公里00公尺處南向交流道車道,死亡1;受傷0,營業用-半聯結車
102年05月09日 18時19分,新北市汐止區工建路202號前0.0公尺數,死亡1;受傷1,普通重型-機車;普通重型-機車;計程車-小客車
102年05月09日 22時28分,臺東縣大武鄉大鳥村台9線429公里600公尺處南向外側車道,死亡3;受傷0,自用-小客車;自用-小客車;自用-小客車
102年05月10日 03時40分,屏東縣新園鄉光復路37號,死亡1;受傷0,普通重型-機車
102年05月10日 06時25分,彰化縣秀水鄉彰化縣秀水鄉金興村番花路208號,死亡1;受傷0,自用-小客車;行人-人
102年05月10日 08時25分,屏東縣鹽埔鄉永隆村永樂路大山寮高幹65電線桿處(附近),死亡1;受傷0,普通重型-機車
102年05月10日 17時25分,高雄市旗津區中洲二路259號前,死亡1;受傷0,普通重型-機車;計程車-小客車
102年05月11日 01時50分,新北市泰山區國道一號37公里800公尺處南向爬坡車道,死亡1;受傷0,自用-小客車
102年05月11日 06時12分,桃園縣中壢市中央東路延平路(口),死亡1;受傷0,民營客運-大客車;普通重型-機車
102年05月11日 11時10分,高雄市小港區中安路保華一路口,死亡1;受傷1,營業用-曳引車;普通重型-機車;普通重型-機車
102年05月12日 11時12分,南投縣草屯鎮富寮里中正路富德街(口)台14線22公里0公尺處西向外側車道,死亡1;受傷0,自用-小客車;普通重型-機車
102年05月12日 15時10分,臺南市新化區那拔里(牧場高幹74)電桿西側10公尺處(附近)臺20線17公里0公尺處東向外側車道,死亡1;受傷3,自用-小客車;自用-小客車;自用-小客車;自用-小客車
102年05月12日 15時30分,屏東縣東港鎮嘉蓮里環湖道路(附近),死亡1;受傷0,自用-小貨車
102年05月12日 16時22分,彰化縣田中鎮彰化縣田中鎮大社路1段702巷口,死亡1;受傷1,自用-小客車;普通重型-機車;普通重型-機車
102年05月12日 17時05分,彰化縣福興鄉彰化縣福興鄉外中村縣144線北岸7.9K處,死亡1;受傷3,自用-小客車;自用-小客車;自用-小客車;自用-小客車
102年05月13日 05時24分,宜蘭縣羅東鎮西安里西安街87巷15號,死亡1;受傷1,自用-小客車;行人-人;行人-人
102年05月13日 08時59分,新北市泰山區橫窠雅路前0.0公尺數36之1號前(泰(附近),死亡1;受傷0,普通重型-機車
102年05月13日 11時32分,苗栗縣後龍鎮國道三號124公里00公尺處北向內側車道,死亡1;受傷4,自用-小貨車;自用-小貨車;自用-小貨車;自用-小貨車;自用-小貨車
102年05月13日 13時43分,新竹市東區東光陸橋上(附近),死亡1;受傷0,普通重型-機車
102年05月13日 15時58分,臺南市歸仁區南保里中山路三段100巷,死亡1;受傷0,腳踏自行車-慢車;自用-小貨車
102年05月13日 19時29分,嘉義縣東石鄉鰲鼓村台61線258K北往南(附近)台61線258公里0公尺處南向內側車道車道,死亡1;受傷0,普通重型-機車;自用-小貨車
102年05月13日 23時10分,彰化縣竹塘鄉彰化縣竹塘鄉竹林村竹鹿路與保安巷口,死亡1;受傷0,普通輕型-機車;自用-小客車
102年05月14日 06時37分,新北市板橋區金門街前0.0公尺數溪城路(口),死亡1;受傷0,普通重型-機車;自用-小客車
102年05月14日 12時27分,桃園縣楊梅市東流里中山南路929號,死亡1;受傷1,自用-小客車;自用-大貨車
102年05月14日 15時10分,臺南市新市區港墘里中山路與三民街(附近)臺1線319公里400公尺處北向機車優先車道,死亡1;受傷0,營業用-曳引車;普通重型-機車
102年05月14日 15時50分,嘉義縣民雄鄉東榮村建國路一段215號台1線257公里300公尺處南向機車優先車道,死亡1;受傷0,普通重型-機車;自用-小客車
102年05月15日 01時05分,高雄市大寮區農場路上寮路口以東50公尺處,死亡1;受傷0,自用-小客車;普通重型-機車
102年05月15日 07時28分,臺北市中正區重慶南路中正橋,死亡1;受傷0,普通重型-機車;自用-小客車;自用-小客車
102年05月15日 07時50分,新北市土城區中央路三段前0.0公尺數62號-永寧捷運(附近),死亡1;受傷0,營業用-曳引車;普通重型-機車
102年05月15日 08時15分,雲林縣北港鎮好收里口庄產業道路口(附近),死亡1;受傷0,普通重型-機車;自用-大貨車
102年05月15日 14時00分,彰化縣二林鎮彰化縣二林鎮豐田里二溪路1段路燈編號12466燈桿,死亡1;受傷0,自用-小貨車
102年05月15日 17時49分,臺南市關廟區五甲里旺萊路128號(附近),死亡1;受傷0,自用-小貨車;普通重型-機車
102年05月16日 06時00分,嘉義縣阿里山鄉達邦村466-1號產業道路(附近),死亡1;受傷0,自用-小貨車
102年05月17日 04時10分,新北市金山區台二線道路前0.0公尺數35.1K(附近),死亡1;受傷0,自用-小貨車;行人-人;自用-小客車
102年05月17日 07時05分,高雄市大寮區溪寮路78-31號前,死亡1;受傷0,腳踏自行車-慢車
102年05月17日 15時05分,臺南市將軍區鯤鯓里南26線與173甲線路口(附近)南26線1公里0公尺處東向內側車道,死亡1;受傷1,普通重型-機車;自用-小客車
102年05月17日 21時05分,彰化縣埔鹽鄉彰化縣埔鹽鄉打廉村埔打路1巷10之16號前,死亡1;受傷2,普通重型-機車;普通輕型-機車;普通重型-機車
102年05月18日 01時05分,南投縣鹿谷鄉初鄉村縣道151線(中正路三段)3公里800公尺處(附近),死亡1;受傷0,普通重型-機車
102年05月18日 01時10分,高雄市大寮區水源路65號前,死亡1;受傷1,自用-小客車;自用-小客車
102年05月18日 20時30分,南投縣南投市漳和里南崗二路449號台3線211公里950公尺處南向外側車道,死亡1;受傷0,自用-小客車;普通重型-機車;自用-小客車
102年05月19日 13時30分,屏東縣林邊鄉成功路5號,死亡1;受傷0,普通重型-機車
102年05月19日 14時05分,雲林縣口湖鄉中正路二段金湖65J9217ED96電桿旁(附近),死亡1;受傷1,自用-小貨車;普通重型-機車;普通重型-機車
102年05月19日 19時15分,臺北市萬華區環河南路和平西路(口)環河南路 和平西路,死亡1;受傷0,自用-小客車;行人-人
102年05月19日 19時30分,苗栗縣獅潭鄉百壽村台3線105公里900公尺處南向外側車道,死亡1;受傷1,普通重型-機車;自用-小客車;普通重型-機車
102年05月20日 02時07分,苗栗縣頭份鎮中正路520號,死亡1;受傷0,普通重型-機車
102年05月20日 10時30分,雲林縣斗六市龍潭南路26號,死亡1;受傷0,普通重型-機車;自用-小客車
102年05月20日 19時30分,高雄市燕巢區鳳澄路7-16號前,死亡1;受傷0,普通重型-機車;自用-大貨車
102年05月20日 20時45分,南投縣草屯鎮中正路樹人巷8-1號旁(附近),死亡1;受傷1,普通重型-機車;行人-人
102年05月21日 07時00分,宜蘭縣宜蘭市中山路三段幸福路(口),死亡1;受傷0,腳踏自行車-慢車;民營客運-大客車
102年05月21日 08時05分,苗栗縣竹南鎮新南里公北一路公園二街(附近),死亡1;受傷0,普通重型-機車;自用-小客車
102年05月21日 20時17分,臺南市新市區社內里南134線與環東路口(附近),死亡1;受傷0,自用-小客車
102年05月22日 07時10分,雲林縣二崙鄉田尾村雲33線與雲34線路口(附近),死亡1;受傷0,普通重型-機車;自用-小貨車
