發生時間,發生地點,死亡受傷人數,車種,經度,緯度,unixtime
"2022-01-01 01:26:00",臺中市西屯區永安里西屯路三段166-100號前0.0公尺,死亡0;受傷1,普通重型-機車;自用-小客車,120.609399,24.191556,1640971560
"2022-01-01 01:28:00",高雄市仁武區義大二路前0.0公尺,死亡0;受傷3,普通重型-機車;普通重型-機車;乘客-人,120.383714,22.708985,1640971680
"2022-01-01 01:28:35",桃園市龜山區文化一路250號附近,死亡0;受傷1,普通重型-機車,121.385152,25.036183,1640971715
"2022-01-01 01:30:00",臺中市西屯區逢福里河南路二段前0.0公尺,死亡0;受傷1,普通重型-機車;普通重型-機車,120.653850,24.176223,1640971800
"2022-01-01 01:32:22","嘉義縣太保市安仁里太保二路東側 / 嘉義縣太保市祥和三路東段北側",死亡0;受傷2,自用-小客車;自用-小客車,120.294819,23.454381,1640971942
"2022-01-01 01:35:00","屏東縣佳冬鄉台1線 427公里100.0公尺處北側向外側",死亡0;受傷1,普通重型-機車;普通重型-機車,120.550407,22.459852,1640972100
"2022-01-01 01:40:00","屏東縣麟洛鄉民族路東側 / 屏東縣麟洛鄉民生路北側",死亡0;受傷2,普通重型-機車;普通重型-機車,120.528567,22.652893,1640972400
"2022-01-01 01:45:00","臺東縣長濱鄉台11線 78公里100.0公尺處西側向機、慢車道",死亡0;受傷1,腳踏自行車-慢車;腳踏自行車-慢車,121.472072,23.380957,1640972700
"2022-01-01 01:46:00","新竹市北區中正路口 / 新竹市北區經國路2段",死亡0;受傷1,普通重型-機車;自用-小客車,120.964456,24.811959,1640972760
"2022-01-01 01:46:37","桃園市大園區國際路二段口 / 桃園市大園區中華路附近",死亡0;受傷1,普通重型-機車,121.214547,25.080064,1640972797
"2022-01-01 01:47:00","新北市三峽區中山路 / 新北市三峽區大智路",死亡0;受傷1,自用-小客車;自用-小客車,121.366743,24.935135,1640972820
"2022-01-01 01:47:00","高雄市大寮區村鳳林二路 / 高雄市大寮區188縣道",死亡0;受傷2,自用-小客車;乘客-人,120.405085,22.586849,1640972820
"2022-01-01 01:47:00",臺中市沙鹿區西勢里中清路七段168號前0.0公尺,死亡0;受傷1,普通重型-機車;普通重型-機車;普通重型-機車,120.586333,24.250194,1640972820
"2022-01-01 02:05:00",臺中市西屯區至善里青海路二段349號前0.0公尺,死亡0;受傷1,自用-小客車;乘客-人,120.640431,24.173926,1640973900
"2022-01-01 02:06:00","彰化縣員林市三義里中山路1段 / 彰化縣員林市三義里莒光路",死亡0;受傷2,自用-小客車;普通重型-機車;乘客-人,120.566564,23.951904,1640973960
"2022-01-01 02:13:00","臺北市萬華區西寧南路 / 臺北市萬華區貴陽街2段",死亡0;受傷1,計程車-小客車;普通重型-機車,121.506210,25.039430,1640974380
"2022-01-01 02:23:00",新北市新莊區環漢路3段前0.0公尺,死亡0;受傷1,自用-小客車;普通重型-機車,120.411600,24.027274,1640974980
"2022-01-01 02:24:00","臺北市中山區民權東路1段 / 臺北市中山區雙城街",死亡0;受傷1,計程車-小客車;普通重型-機車,121.524356,25.062853,1640975040
"2022-01-01 02:29:00",屏東縣九如鄉大坵路與九里路口,死亡0;受傷2,自用-小客車;自用-小客車,120.487785,22.735113,1640975340
"2022-01-01 02:33:00",彰化縣彰化市和調里中山路3段35號前0.0公尺,死亡0;受傷1,計程車-小客車;普通重型-機車;乘客-人,120.554137,24.084811,1640975580
"2022-01-01 02:34:35",苗栗縣竹南鎮科專七路往西靠近公義路830巷口,死亡0;受傷1,自用-小客車;自用-小客車;乘客-人,120.893837,24.707195,1640975675
"2022-01-01 02:50:30","桃園市八德區中華路口 / 桃園市八德區高城路口",死亡0;受傷2,普通重型-機車;普通重型-機車,121.275455,24.981173,1640976630
"2022-01-01 02:58:00","臺北市中正區中山南路 / 臺北市中正區貴陽街1段",死亡0;受傷1,普通重型-機車,121.517320,25.038707,1640977080
"2022-01-01 03:14:00","臺中市后里區墩北里民生路 / 臺中市后里區墩北里四村路",死亡0;受傷1,普通重型-機車;自用-小客車,120.713520,24.306385,1640978040
"2022-01-01 03:16:00",新北市三重區重安街32號前0.0公尺,死亡0;受傷1,普通重型-機車;普通重型-機車,121.490692,25.057818,1640978160
"2022-01-01 03:20:00",基隆市中正區新豐街351號前0.0公尺,死亡0;受傷2,普通重型-機車;乘客-人,121.786589,25.135596,1640978400
"2022-01-01 03:24:02",雲林縣水林鄉164公路,死亡0;受傷1,自用-小客車,120.212116,23.573793,1640978642
"2022-01-01 03:33:00","臺中市西屯區何南里臺灣大道二段 / 臺中市西屯區何南里東興路三段",死亡0;受傷3,普通重型-機車;普通重型-機車;乘客-人,120.656181,24.159683,1640979180
"2022-01-01 03:36:00",屏東縣恆春鎮山腳里恆公路70之1號前,死亡0;受傷1,普通重型-機車;自用-小客車;自用-小客車;自用-小客車,120.744790,21.993774,1640979360
"2022-01-01 03:48:00","臺中市北區健行里健行路 / 臺中市北區健行里華中街",死亡0;受傷1,計程車-小客車;普通重型-機車,120.672053,24.159229,1640980080
"2022-01-01 03:50:00",臺北市北投區豐年路2段142-1號前0.0公尺,死亡0;受傷2,普通重型-機車;普通重型-機車,121.493409,25.136957,1640980200
"2022-01-01 03:53:00",桃園市大園區桃園國際機場航翔路12-1燈桿前,死亡0;受傷1,電動自行車-慢車,121.256771,25.093469,1640980380
"2022-01-01 03:55:00",屏東縣南州鄉南州交流道(往新埤),死亡0;受傷1,自用-小客車;乘客-人,120.529234,22.491861,1640980500
"2022-01-01 04:05:00",屏東縣崁頂鄉中正路245號附近(北幹78),死亡0;受傷2,普通重型-機車;電動自行車-慢車,120.516938,22.517686,1640981100
"2022-01-01 04:08:00","高雄市前金區中華四路 / 高雄市前金區青年二路",死亡0;受傷2,普通重型-機車;自用-小客車;自用-小客車;自用-小客車,120.299910,22.619253,1640981280
"2022-01-01 04:10:00","高雄市三民區國道1號 362公里600.0公尺處北側向外側",死亡0;受傷4,自用-小客車;自用-小客車;乘客-人;乘客-人,120.333205,22.656458,1640981400
"2022-01-01 04:16:00",臺中市西屯區惠來里惠來路三段138號前0.0公尺,死亡0;受傷1,普通重型-機車;自用-小客車;自用-小客車,120.646978,24.168398,1640981760
"2022-01-01 04:26:00","臺北市信義區光復南路 / 臺北市信義區信義路4段",死亡0;受傷1,計程車-小客車;行人-人,121.557557,25.033272,1640982360
"2022-01-01 04:40:00",嘉義縣番路鄉新福村台18線29公里處,死亡0;受傷1,普通重型-機車,120.558564,23.452933,1640983200
"2022-01-01 04:40:00","臺北市萬華區西園路2段 / 臺北市萬華區莒光路",死亡0;受傷1,計程車-小客車;普通重型-機車,121.496724,25.031125,1640983200
"2022-01-01 04:44:00",新北市中和區新北市中和區和城路二高橋下,死亡0;受傷2,普通重型-機車;普通重型-機車,121.485198,24.993454,1640983440
"2022-01-01 04:50:00",臺東縣臺東市中興路4段648號,死亡0;受傷1,普通重型-機車;自用-小貨車(含客、貨兩用);自用-小貨車(含客、貨兩用),121.088984,22.774502,1640983800
"2022-01-01 04:50:00",基隆市中山區中山一路107號前0.0公尺,死亡0;受傷1,自用-小客車;行人-人,121.738071,25.132266,1640983800
"2022-01-01 04:50:00",高雄市鼓山區村鼓山二路86號前0.0公尺,死亡0;受傷2,普通重型-機車;乘客-人,120.301520,22.627160,1640983800
"2022-01-01 04:53:00",新北市新莊區龍安路前0.0公尺,死亡0;受傷1,普通重型-機車;計程車-小客車,121.426402,25.018097,1640983980
"2022-01-01 04:56:19","臺東縣大武鄉台9線 412公里900.0公尺處西側向外側",死亡0;受傷1,自用-小客車,120.922685,22.405120,1640984179
"2022-01-01 04:57:00","高雄市鳳山區大東一路 / 高雄市鳳山區三民路",死亡0;受傷1,普通重型-機車;自用-小貨車(含客、貨兩用),120.361700,22.622640,1640984220
"2022-01-01 05:06:00",臺中市北屯區松竹里崇德路二段450號前0.0公尺,死亡0;受傷1,自用-小客車;普通重型-機車,120.686056,24.179475,1640984760
"2022-01-01 05:17:00","臺北市萬華區萬大路 / 臺北市萬華區萬大路",死亡0;受傷2,普通重型-機車;腳踏自行車-慢車,121.496795,25.019909,1640985420
"2022-01-01 05:20:00","澎湖縣湖西鄉縣204線 6公里20.0公尺處東側向內側",死亡0;受傷4,自用-大貨車;普通重型-機車;普通重型-機車;乘客-人;乘客-人,119.629898,23.556632,1640985600
"2022-01-01 05:24:00",屏東縣恆春鎮恆公路1127號,死亡0;受傷1,大型重型2(250-550C.C.)-機車,120.742396,22.012317,1640985840
"2022-01-01 05:26:00","臺南市官田區縣171線 28公里200.0公尺處",死亡0;受傷1,普通重型-機車,120.342228,23.175314,1640985960
"2022-01-01 05:28:00",嘉義縣朴子市中正里中正路與市西路口,死亡0;受傷4,普通重型-機車;電動自行車-慢車;乘客-人;乘客-人,120.244820,23.466470,1640986080
"2022-01-01 05:28:00","新北市汐止區汐湖二橋 / 新北市汐止區康寧街",死亡0;受傷1,自用-小客車;普通重型-機車,121.630273,25.065021,1640986080
"2022-01-01 05:39:00","新北市瑞芳區海濱路 / 新北市瑞芳區臺2線道路",死亡0;受傷2,電動自行車-慢車;普通重型-機車,121.830407,25.122305,1640986740
"2022-01-01 05:40:00",新北市蘆洲區民族路422巷82弄9號前0.0公尺,死亡0;受傷1,自用-小客車,121.473937,25.094225,1640986800
"2022-01-01 05:43:00",新北市新莊區中正路455號前0.0公尺,死亡0;受傷2,普通重型-機車;計程車-小客車;乘客-人,121.442775,25.033939,1640986980
"2022-01-01 06:03:33",嘉義縣竹崎鄉內埔村元興路129-3號旁(往東),死亡0;受傷1,自用-小客車;行人-人,120.558414,23.485549,1640988213
"2022-01-01 06:05:00","臺北市萬華區西藏路 / 臺北市萬華區中華路2段",死亡0;受傷1,自用-小客車;普通重型-機車,121.504146,25.030116,1640988300
"2022-01-01 06:10:00",新北市中和區連城路87號前0.0公尺,死亡0;受傷1,普通重型-機車;自用-小貨車(含客、貨兩用),121.496896,25.000178,1640988600
"2022-01-01 06:11:00","新北市中和區景平路 / 新北市中和區景新街",死亡0;受傷1,計程車-小客車;普通重型-機車,121.496319,25.003670,1640988660
"2022-01-01 06:14:00",新北市蘆洲區中華街4號前0.0公尺,死亡0;受傷2,普通重型-機車;普通重型-機車,121.463504,25.081656,1640988840
"2022-01-01 06:28:00","臺北市中山區建國北路3段 / 臺北市中山區民權東路3段",死亡0;受傷1,行人-人,121.537283,25.062540,1640989680
"2022-01-01 06:31:00",彰化縣鹿港鎮景福里民權路109號前0.0公尺,死亡0;受傷2,腳踏自行車-慢車;自用-小客車;普通重型-機車,120.434937,24.056634,1640989860
"2022-01-01 06:45:00",高雄市鳳山區村光遠路286號前0.0公尺,死亡0;受傷1,自用-小客車;普通重型-機車,120.361200,22.625540,1640990700
"2022-01-01 07:00:00",高雄市小港區村中林路山明982燈桿號前0.0公尺,死亡0;受傷2,普通重型-機車;普通重型-機車,120.363500,22.567780,1640991600
"2022-01-01 07:02:00","桃園市楊梅區新農街二段口 / 桃園市楊梅區三民北路口",死亡0;受傷1,普通重型-機車;普通重型-機車,121.170033,24.912593,1640991720
"2022-01-01 07:03:30","桃園市龜山區大坑路一段口 / 桃園市龜山區南美街",死亡0;受傷1,自用-小貨車(含客、貨兩用);腳踏自行車-慢車,121.314656,25.045022,1640991810
"2022-01-01 07:05:00",嘉義縣民雄鄉北斗村覆鼎金12之7號前,死亡0;受傷1,普通重型-機車;自用-小貨車(含客、貨兩用),120.461486,23.523894,1640991900
"2022-01-01 07:10:00","彰化縣永靖鄉五汴村中山路3段 / 彰化縣永靖鄉五汴村九分路",死亡0;受傷2,普通重型-機車;普通重型-機車,120.558319,23.937689,1640992200
"2022-01-01 07:10:00",臺中市大肚區營埔里營埔一街375號前0.0公尺,死亡0;受傷1,普通重型-機車;電動自行車-慢車,120.560337,24.122119,1640992200
"2022-01-01 07:11:00",新北市坪林區新北市坪林區北宜公路41公里處,死亡0;受傷2,自用-小客車;自用-小客車,121.720231,24.901738,1640992260
"2022-01-01 07:15:28",南投縣草屯鎮新豐里成功路一段659巷1號前,死亡0;受傷2,普通重型-機車;普通重型-機車,120.683732,23.988525,1640992528
"2022-01-01 07:22:00","高雄市林園區鳳林路 / 高雄市林園區無名路",死亡0;受傷2,普通重型-機車;普通重型-機車,120.396098,22.513189,1640992920
"2022-01-01 07:25:07","桃園市八德區建國路東側 / 桃園市八德區建國路南側",死亡0;受傷1,自用-小貨車(含客、貨兩用);自用-小客車,121.293375,24.950052,1640993107
"2022-01-01 07:30:00",高雄市前鎮區村中山二路前0.0公尺,死亡0;受傷2,普通重型-機車;普通重型-機車,120.307200,22.607570,1640993400
"2022-01-01 07:31:00","臺中市北屯區同榮里環中路一段 / 臺中市北屯區同榮里榮德路",死亡0;受傷1,自用-小客車;自用-小客車,120.668666,24.200616,1640993460
"2022-01-01 07:32:00","桃園市八德區長興路口 / 桃園市八德區新生路口",死亡0;受傷1,普通重型-機車;自用-小客車,121.260422,24.934246,1640993520
"2022-01-01 07:40:00","高雄市仁武區村澄合六街 / 高雄市仁武區仁雄路",死亡0;受傷2,普通重型-機車;普通重型-機車,120.350043,22.680158,1640994000
"2022-01-01 07:40:00",臺中市西屯區惠來里惠中路前0.0公尺,死亡0;受傷1,自用-小客車;普通重型-機車,120.645253,24.162368,1640994000
"2022-01-01 07:45:00",臺中市后里區與三線路上舊社橋,死亡0;受傷1,自用-小客車;普通重型-機車,120.707888,24.293141,1640994300
"2022-01-01 07:47:00","臺中市北屯區平昌里天津路四段 / 臺中市北屯區平昌里柳陽東街",死亡0;受傷1,自用-小貨車(含客、貨兩用);普通重型-機車,120.689600,24.169100,1640994420
"2022-01-01 07:50:00","臺北市士林區仰德大道2段 / 臺北市士林區仰德大道2段",死亡0;受傷2,普通重型-機車;租賃車-小客車;乘客-人,121.548009,25.110058,1640994600
"2022-01-01 07:51:00","高雄市楠梓區村德民路 / 高雄市楠梓區德民路",死亡0;受傷2,自用-小客車;自用-小客車,120.304571,22.725520,1640994660
"2022-01-01 07:54:34",桃園市龜山區萬壽路一段426-2號前0.0公尺附近,死亡0;受傷1,普通重型-機車;行人-人,121.399214,25.016551,1640994874
"2022-01-01 08:00:00","彰化縣和美鎮竹營里和頭路 / 彰化縣和美鎮竹營里德美路",死亡0;受傷1,自用-小客車;行人-人,120.500603,24.115799,1640995200
"2022-01-01 08:03:35",嘉義縣太保市麻寮里中山路二段173號前,死亡0;受傷2,普通重型-機車;普通重型-機車,120.370159,23.499508,1640995415
"2022-01-01 08:04:00",苗栗縣頭份市建國路與信東路,死亡0;受傷1,自用-小客車;普通重型-機車,120.903574,24.696560,1640995440
"2022-01-01 08:05:00",屏東縣長治鄉長興路374號前,死亡0;受傷1,普通重型-機車,120.518948,22.679609,1640995500
"2022-01-01 08:05:00",新竹市東區民生路239巷2弄,死亡0;受傷1,普通重型-機車;自用-小客車,120.974308,24.811974,1640995500
"2022-01-01 08:05:00",高雄市內門區村十三甲6號前0.0公尺前,死亡0;受傷1,自用-小貨車(含客、貨兩用);普通重型-機車;普通重型-機車;普通輕型-機車,120.459638,22.931877,1640995500
"2022-01-01 08:10:00","新北市中和區立人街 / 新北市中和區自強路",死亡0;受傷1,自用-小客車;普通重型-機車,121.519681,24.994307,1640995800
"2022-01-01 08:10:00","高雄市苓雅區村三多四路 / 高雄市苓雅區三多四路",死亡0;受傷1,普通重型-機車;自用-小客車,120.300289,22.612522,1640995800
"2022-01-01 08:17:00",新北市三重區新北市三重區成功路與成功路145巷口,死亡0;受傷3,普通重型-機車;普通重型-機車;乘客-人,121.487095,25.051590,1640996220
"2022-01-01 08:17:00","彰化縣彰化市永福里中山路2段 / 彰化縣彰化市永福里孔門路",死亡0;受傷2,普通重型-機車;普通重型-機車,120.544687,24.078349,1640996220
"2022-01-01 08:20:00",臺中市北區錦祥里北屯路6號前0.0公尺,死亡0;受傷1,普通重型-機車;租賃車-小客車,120.691711,24.159433,1640996400
"2022-01-01 08:25:00","嘉義市西區重興里自由路 / 嘉義市西區重興里友忠路",死亡0;受傷2,電動自行車-慢車;乘客-人,120.440781,23.485736,1640996700
"2022-01-01 08:27:00",彰化縣彰化市中正里中山路2段629號前0.0公尺,死亡0;受傷1,普通重型-機車,120.545717,24.081288,1640996820
"2022-01-01 08:30:39",新竹縣湖口鄉湖鏡村中正路3段340號,死亡0;受傷1,自用-小客車;普通重型-機車,121.054920,24.878849,1640997039
"2022-01-01 08:33:00","高雄市阿蓮區村民權路 / 高雄市阿蓮區中正路",死亡0;受傷1,自用-小客車;普通重型-機車,120.324032,22.880839,1640997180
"2022-01-01 08:34:00",屏東縣車城鄉忠孝路199號,死亡0;受傷2,普通重型-機車;普通重型-機車,120.710584,22.069716,1640997240
"2022-01-01 08:37:00",彰化縣彰化市民生里長興街132號前0.0公尺前,死亡0;受傷1,普通重型-機車;普通重型-機車,120.544403,24.084201,1640997420
"2022-01-01 08:37:23",苗栗縣竹南鎮西濱公路南下94.7K,死亡0;受傷2,普通重型-機車;行人-人,120.834766,24.669451,1640997443
"2022-01-01 08:39:00","屏東縣屏東市歸仁南路口 / 屏東縣屏東市歸仁路口",死亡0;受傷1,其他慢車-慢車;計程車-小客車,120.503121,22.651871,1640997540
"2022-01-01 08:40:00",高雄市苓雅區村中山西路府前路號前0.0公尺,死亡0;受傷1,電動自行車-慢車;自用-小貨車(含客、貨兩用),120.343300,22.628120,1640997600
"2022-01-01 08:40:18",苗栗縣頭份市永貞路一段尖山大橋上(南往北方向),死亡0;受傷3,腳踏自行車-慢車;普通重型-機車;普通重型-機車,120.882559,24.667183,1640997618
"2022-01-01 08:41:00",桃園市八德區興豐路360號前0.0公尺,死亡0;受傷1,自用-小客車;普通重型-機車,121.287942,24.929349,1640997660
"2022-01-01 08:45:33",桃園市平鎮區新屋交流道匝道往中壢方向,死亡0;受傷1,自用-小客車;普通重型-機車,121.201083,24.956927,1640997933
"2022-01-01 08:47:12","苗栗縣造橋鄉國道1號 118公里500.0公尺處南側向中線",死亡0;受傷4,自用-小客車;自用-小客車;乘客-人;乘客-人;乘客-人,120.867413,24.627496,1640998032
"2022-01-01 08:52:00",高雄市大社區金龍路40-6號前0.0公尺,死亡0;受傷2,普通重型-機車;租賃車-小客車;普通重型-機車;乘客-人,120.353700,22.729940,1640998320
"2022-01-01 08:55:00","臺北市信義區忠孝東路5段 / 臺北市信義區永吉路",死亡0;受傷1,普通重型-機車;普通重型-機車,121.568421,25.041137,1640998500
"2022-01-01 08:55:00","高雄市三民區村臥龍路 / 高雄市三民區克強路",死亡0;受傷1,普通重型-機車;計程車-小客車,120.328351,22.638020,1640998500
"2022-01-01 09:00:00","雲林縣麥寮鄉台17線路口 / 雲林縣麥寮鄉西濱路3段",死亡0;受傷1,自用-小貨車(含客、貨兩用);普通重型-機車,120.252496,23.741051,1640998800
"2022-01-01 09:00:00",高雄市彌陀區鹽埕大路山隆加油站號前0.0公尺,死亡0;受傷1,自用-小貨車(含客、貨兩用);普通重型-機車,120.244706,22.792972,1640998800
"2022-01-01 09:04:00","高雄市左營區村富國路 / 高雄市左營區新庄仔路",死亡0;受傷1,普通重型-機車;普通重型-機車,120.308290,22.668955,1640999040
"2022-01-01 09:09:34",新竹縣湖口鄉仁和路31號附近,死亡0;受傷1,普通重型-機車;普通重型-機車,121.012307,24.874298,1640999374
"2022-01-01 09:10:23","彰化縣彰化市國道1號 198公里北側向交流道",死亡0;受傷3,自用-大貨車;自用-小客車;自用-小客車;自用-小客車;乘客-人;乘客-人,120.553433,24.099015,1640999423
"2022-01-01 09:13:00","高雄市苓雅區中正一路 / 高雄市苓雅區大順三路",死亡0;受傷1,自用-小客車;普通重型-機車,120.323378,22.629964,1640999580
"2022-01-01 09:15:00",桃園市平鎮區民族路223號,死亡0;受傷2,普通重型-機車;普通重型-機車,121.209539,24.956582,1640999700
"2022-01-01 09:15:00","屏東縣屏東市和平路口 / 屏東縣屏東市和平路口",死亡0;受傷2,普通重型-機車;普通輕型-機車,120.478264,22.672831,1640999700
"2022-01-01 09:16:00","高雄市三民區村同盟一路 / 高雄市三民區孝順街",死亡0;受傷1,普通重型-機車;普通重型-機車,120.313092,22.647067,1640999760
"2022-01-01 09:17:00","臺東縣臺東市綏遠路2段口 / 臺東縣臺東市康樂路口",死亡0;受傷1,普通重型-機車;自用-小客車,121.108921,22.750597,1640999820
"2022-01-01 09:20:00","高雄市鳳山區村福安二街 / 高雄市鳳山區大仁街",死亡0;受傷2,普通重型-機車;普通重型-機車,120.333308,22.591642,1641000000
"2022-01-01 09:20:00",臺中市太平區長億里太平路162號前0.0公尺,死亡0;受傷1,普通重型-機車,120.720713,24.120545,1641000000
